,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KIA,23,27,57,53,5,8,1,1,1,14,4,0,0,1,0,24,0,0,0,0.151,0.21100000000000002,0.264,0.475,0.223,22.2,-0.39
1,1, KIA,24,59,73,67,11,16,0,0,4,28,14,0,0,3,0,26,2,0,0,0.239,0.301,0.418,0.7190000000000001,0.324,85.6,0.08
2,2, KIA,25,9,16,15,1,1,0,0,0,1,0,0,0,0,0,9,0,0,0,0.067,0.125,0.067,0.192,0.106,-57.0,-0.29
