,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KIA,26,0,0,13,5,6,0,2,82.2,44,36,373,91,1,7,31,0,14,33,0,2,3.92,5.27,1.48,113.5,84.3
1,1, KIA,27,0,0,0,2,0,0,1,18.2,10,8,82,14,0,1,7,0,3,17,0,1,3.86,3.74,1.13,95.4,99.4
