,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,20,28,60,53,4,13,1,0,3,23,6,0,0,1,0,18,0,0,0,0.245,0.33299999999999996,0.434,0.767,0.35200000000000004,108.8,0.21
1,1, 삼성,23,6,6,6,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,0.157,-8.8,-0.06
