,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KIA,19,0,0,16,3,6,0,0,79.1,55,49,368,64,2,11,65,0,9,49,0,5,5.56,6.77,1.63,75.9,61.9
1,1, KIA,20,0,0,7,0,4,0,1,52.0,35,31,238,58,1,8,31,0,2,39,0,3,5.37,5.96,1.71,89.4,80.3
