,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 두산,19,0,0,0,1,2,0,0,21.0,7,7,88,14,0,4,9,0,1,16,0,3, 3.00, 6.21, 1.10, 168.5, 80.3
1,1, 두산,20,0,0,0,0,0,0,0,0.0,2,2,3,1,0,0,2,0,0,0,0,0, , , , , 
2,2, 두산,21,0,0,0,0,0,0,0,3.0,6,6,18,9,1,0,1,0,0,3,0,1, 18.00, 2.56, 3.33, 25.8, 186.2
3,3, 두산,23,0,0,2,1,0,0,0,10.1,6,6,53,11,0,0,9,0,1,5,0,1, 5.23, 5.19, 1.94, 69.8, 71.5
