,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KT,19,0,0,9,4,2,0,0,37.1,26,21,178,40,0,4,25,0,6,25,0,5,5.06,6.38,1.74,104.7,81.4
1,1, KT,20,0,0,26,6,12,0,0,150.2,88,83,674,175,4,16,65,0,4,91,2,4,4.96,4.95,1.59,84.0,83.3
2,2, KT,21,0,0,6,3,3,0,1,42.2,35,31,207,46,0,6,29,0,5,32,0,5,6.54,6.27,1.76,73.4,75.6
