,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 키움,20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-127.2,-0.03
1,1, 롯데,21,13,28,24,3,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0.125,0.25,0.125,0.375,0.20600000000000002,9.0,-0.22
2,2, 롯데,22,95,300,262,37,66,15,0,5,96,26,4,3,7,0,57,3,5,0,0.252,0.336,0.366,0.7020000000000001,0.32899999999999996,90.1,0.64
3,3, 롯데,23,10,28,25,4,4,1,0,0,5,1,1,0,1,0,5,1,0,0,0.16,0.25,0.2,0.45,0.226,35.2,-0.12
