,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,19,14,23,21,2,4,0,0,0,4,2,1,1,0,0,7,0,0,0,0.19,0.261,0.19,0.451,0.22699999999999998,28.4,-0.14
1,1, 삼성,20,91,196,182,24,47,11,0,1,61,14,4,5,3,0,32,4,4,0,0.258,0.297,0.335,0.632,0.28800000000000003,63.6,-0.34
2,2, 삼성,21,59,78,66,13,12,1,0,3,22,5,1,1,2,0,9,4,1,0,0.182,0.299,0.33299999999999996,0.632,0.299,69.3,-0.05
3,3, 삼성,22,16,24,23,3,4,1,0,0,5,1,0,0,0,0,4,0,1,0,0.174,0.174,0.217,0.391,0.174,1.8,-0.14
