,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,19,0,0,17,7,6,0,0,87.1,52,49,400,100,0,12,34,0,10,49,1,3,5.05,6.01,1.53,105.0,87.4
1,1, 삼성,21,0,0,0,0,0,0,0,6.2,2,2,29,6,0,1,3,1,0,4,0,0,2.7,5.21,1.35,181.5,94.7
2,2, 삼성,22,0,0,0,1,1,0,1,15.0,11,11,73,21,0,3,8,0,0,13,0,1,6.6,5.8,1.93,68.4,78.7
3,3, 삼성,23,0,0,4,2,1,0,0,15.1,8,8,64,14,0,2,6,0,0,9,0,0,4.7,4.95,1.3,80.5,77.4
