,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, NC,21,0,0,7,2,3,0,0,42.0,27,27,196,57,0,10,13,0,3,26,0,0,5.79,6.56,1.67,84.3,74.4
1,1, NC,22,0,0,25,9,6,0,0,145.0,75,71,625,155,3,17,44,0,5,107,2,2,4.41,4.4,1.37,103.0,102.9
2,2, NC,23,0,0,6,2,4,0,0,30.2,22,21,147,43,0,4,11,1,3,27,0,4,6.16,4.46,1.76,61.4,85.2
