,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 두산,19,0,0,0,3,1,1,4,31.0,26,26,154,44,0,6,17,0,3,26,0,0,7.55,6.61,1.97,67.0,75.6
1,1, 두산,22,0,0,21,4,7,0,0,98.2,50,45,455,78,3,7,79,0,12,96,1,6,4.1,5.08,1.59,105.1,85.6
2,2, 두산,23,0,0,7,1,4,0,0,38.1,14,12,162,30,0,4,20,0,2,38,0,3,2.82,4.35,1.3,129.4,82.9
