,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, SK,19,0,0,1,0,1,0,0,9.2,10,6,50,12,0,1,6,0,1,9,1,1,5.59,5.21,1.86,86.5,93.5
1,1, SSG,20,0,0,21,7,6,0,2,110.0,84,72,530,125,3,11,73,1,10,95,1,2,5.89,5.14,1.8,76.2,88.2
2,2, SSG,21,0,0,8,3,3,0,0,43.1,21,21,188,44,0,4,21,0,2,39,0,1,4.36,4.25,1.5,87.2,89.7
