,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, SK,19,0,0,0,0,0,0,0,5.0,9,8,28,11,0,5,0,0,0,3,0,0,14.4,15.63,2.2,36.5,34.7
1,1, SSG,22,0,0,12,3,3,0,4,86.0,56,56,398,93,0,11,50,0,7,62,1,5,5.86,5.54,1.66,76.6,81.9
2,2, SSG,23,0,0,0,0,0,0,0,12.0,5,5,55,7,0,2,10,2,0,8,0,6,3.75,6.09,1.42,101.4,62.6
