,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 키움,20,0,0,1,0,1,0,0,0.1,3,3,7,3,0,0,3,0,0,1,0,0,81.0,24.4,18.0, 5.1,17.0
1,1, 키움,21,0,0,10,3,3,0,0,44.1,30,26,207,47,1,8,27,1,4,23,1,0,5.28,6.89,1.67, 89.4,67.2
2,2, 키움,22,0,0,0,0,0,0,0,1.0,0,0,6,1,0,0,2,0,0,3,0,0,0.0,3.33,3.0, ,128.9
