,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,23,0,0,4,4,1,0,0,28.0,11,10,120,30,1,5,8,0,1,25,0,0,3.21,5.33,1.36,165.0,98.9
1,1, 삼성,24,0,0,15,6,6,0,2,106.2,67,57,478,127,5,10,36,1,1,89,0,6,4.81,3.97,1.53,90.0,107.8
2,2, 삼성,25,1,1,26,11,6,0,0,146.0,67,58,617,131,1,12,51,0,7,123,3,3,3.58,4.13,1.25,137.1,117.6
3,3, 삼성,26,1,0,20,5,9,0,2,122.1,66,62,538,143,2,16,37,1,2,82,1,4,4.56,4.62,1.47,99.0,98.3
