,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 두산,20,0,0,0,0,0,0,0,4.1,6,5,24,6,0,1,4,0,0,3,0,1,10.38,7.94,2.31,44.7,57.6
1,1, 두산,21,0,0,0,0,0,0,0,8.1,10,10,43,13,0,2,3,0,1,8,0,0,10.8,5.97,1.92,39.9,70.2
