,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 삼성,20,0,0,2,1,1,0,0,11.2,6,6,54,10,1,2,10,0,0,9,0,0,4.63,6.66,1.71,93.5,64.4
1,1, 삼성,21,0,0,0,3,5,0,12,58.0,34,30,266,66,0,6,31,3,1,41,0,7,4.66,4.99,1.67,105.3,97.8
2,2, 삼성,22,0,0,1,0,0,0,1,19.0,18,14,101,25,0,2,17,0,1,25,0,4,6.63,4.91,2.21,68.1,91.6
3,3, 삼성,23,0,0,0,0,1,0,0,8.0,11,7,43,14,0,0,4,1,1,6,0,3,7.88,3.25,2.25,48.0,113.4
