,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 한화,19,38,61,55,10,9,1,0,1,13,4,3,0,0,0,17,0,0,1,0.16399999999999998,0.23,0.23600000000000002,0.466,0.223,26.8,-0.28
1,1, 한화,20,30,46,42,3,7,1,0,0,8,0,0,1,0,0,18,0,0,0,0.16699999999999998,0.239,0.19,0.43,0.215,16.5,-0.44
2,2, 한화,21,34,112,98,11,14,5,0,1,22,7,2,1,2,0,39,2,2,2,0.14300000000000002,0.218,0.22399999999999998,0.44299999999999995,0.212,15.3,-0.72
