,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, LG,22,57,95,85,10,15,1,0,1,19,6,2,1,2,0,17,0,1,1,0.17600000000000002,0.245,0.22399999999999998,0.46799999999999997,0.226,29.1,-0.28
1,1, LG,23,125,98,86,20,14,0,1,1,19,7,0,0,2,0,18,2,3,0,0.163,0.242,0.221,0.46299999999999997,0.22,19.8,-0.42
2,2, LG,24,123,45,38,10,5,2,0,0,7,3,0,0,1,0,7,0,1,2,0.132,0.205,0.184,0.389,0.18899999999999997,0.9,-0.28
