,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 한화,19,0,0,8,4,3,0,0,38.0,19,18,171,42,0,2,21,0,2,15,0,1,4.26,5.11,1.66,97.2,81.9
1,1, 한화,20,0,0,15,2,7,0,0,64.2,50,49,312,75,0,9,44,0,4,41,0,4,6.82,6.32,1.84,69.3,75.8
2,2, 한화,21,0,0,5,0,1,0,0,26.0,22,22,132,32,0,2,22,0,4,13,0,1,7.62,6.33,2.08,57.5,70.5
