,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 키움,21,3,8,6,0,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0.16699999999999998,0.375,0.16699999999999998,0.542,0.304,76.8,-0.0
1,1, 키움,22,2,4,4,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.23600000000000002,44.7,-0.04
