,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 넥센,27,0,0,0,0,1,0,1,22.2,22,20,120,34,0,5,16,1,0,21,0,3,7.94,6.83,2.21,64.9,74.4
1,1, 키움,28,0,0,6,3,1,0,0,28.0,13,13,122,27,0,2,9,0,4,17,0,2,4.18,4.51,1.29,98.8,91.5
2,2, 키움,29,0,0,0,0,0,0,3,22.0,8,5,92,17,0,1,8,0,4,11,0,4,2.05,4.78,1.14,230.7,98.7
3,3, 키움,30,0,0,7,3,2,0,0,48.1,38,35,224,53,0,5,22,0,7,25,1,4,6.52,5.44,1.55,68.0,79.8
4,4, 키움,31,0,0,1,0,1,0,0,6.0,4,4,27,5,0,0,4,0,1,4,0,1,6.0,4.42,1.5,61.7,83.8
