,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, LG,19,0,0,2,2,1,0,0,20.2,12,10,100,19,0,3,15,0,3,16,0,3,4.35,6.79,1.65,115.8,74.0
