,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, SK,19,18,53,45,4,8,2,0,0,10,3,0,0,1,0,11,1,3,0,0.17800000000000002,0.26,0.222,0.48200000000000004,0.225,27.4,-0.22
1,1, SK,20,35,90,78,10,15,4,1,0,21,7,7,0,0,0,16,2,0,1,0.192,0.289,0.26899999999999996,0.5579999999999999,0.26899999999999996,52.2,0.02
2,2, SSG,21,40,28,25,6,2,0,0,0,2,1,2,1,0,0,6,0,2,0,0.08,0.115,0.08,0.195,0.095,-63.3,-0.47
