,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, SK,20,15,36,33,3,7,2,0,0,9,0,0,0,0,0,3,2,0,0,0.212,0.278,0.273,0.551,0.265,54.9,-0.02
1,1, SK,21,66,207,182,23,43,4,0,3,56,14,1,1,0,0,28,3,5,1,0.23600000000000002,0.307,0.308,0.615,0.285,60.2,-0.18
