,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, KT,30,0,0,8,4,2,17,0,86.0,48,40,391,89,1,10,39,1,6,59,0,5,4.19,5.08,1.49,99.5,81.2
1,1, KT,31,0,0,4,0,4,1,0,29.1,23,19,142,36,0,4,13,3,5,15,0,8,5.83,5.84,1.67,82.3,81.2
2,2, KT,32,0,0,0,3,2,1,9,31.0,15,12,128,27,0,4,11,0,1,22,0,0,3.48,4.75,1.23,128.9,93.3
