,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 키움,19,0,0,0,0,0,0,0,4.0,6,6,25,7,0,1,6,0,0,1,0,1,13.5,10.65,3.25,30.6,38.4
1,1, 키움,20,0,0,0,0,0,0,0,2.0,1,1,11,2,0,0,3,0,0,1,0,0,4.5,7.06,2.5,104.9,67.2
2,2, 키움,21,0,0,0,0,1,0,0,18.1,11,10,89,24,0,1,9,0,2,12,0,1,4.91,4.53,1.8,90.3,96.5
3,3, 키움,22,0,0,0,1,1,0,0,13.0,9,8,58,11,0,4,6,1,1,8,0,0,5.54,7.41,1.31,66.9,48.0
