,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR
0,0, 넥센,19,0,0,5,2,4,0,1,41.1,35,33,198,46,0,6,28,0,3,46,2,5,7.19,5.74,1.79,71.7,88.9
1,1, 키움,20,0,0,15,7,5,0,0,88.1,56,51,395,97,1,8,36,0,3,80,1,3,5.2,4.09,1.51,79.5,100.2
2,2, 키움,21,0,0,0,2,3,2,13,36.0,12,12,143,20,0,3,17,1,0,41,0,2,3.0,3.69,1.03,157.3,125.0
3,3, 키움,22,0,0,21,7,8,0,0,107.2,47,39,450,88,1,13,41,1,7,110,1,5,3.26,4.17,1.2,136.0,102.7
4,4, 키움,23,0,0,8,4,3,0,0,50.0,15,14,202,34,2,0,20,0,1,61,0,2,2.52,2.07,1.08,147.0,177.1
