,year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC,WAR,Name,Unnamed: 0.1
11,11, OB,34,120,475,434,46,106,16,4,14,172,48,2,0,0,6,77,14,3,1,0.244,0.303,0.396,0.6990000000000001,0.315,98.7,1.33,김형석,11.0
12,12, OB,35,111,362,321,38,75,13,0,12,124,43,0,4,0,3,65,7,2,3,0.23399999999999999,0.308,0.386,0.695,0.312,91.5,0.42,김형석,12.0
13,13, 삼성,36,20,28,27,2,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0.07400000000000001,0.107,0.07400000000000001,0.18100000000000002,0.091,-57.3,-0.45,김형석,13.0
0,0, NC,24,104,458,404,55,98,18,5,14,168,64,12,2,15,3,95,7,0,6,0.243,0.319,0.41600000000000004,0.735,0.336,96.2, 2.53,나성범,0.0
1,1, NC,25,123,536,477,88,157,28,5,30,285,101,14,5,15,2,128,4,1,1,0.32899999999999996,0.4,0.597,0.998,0.429,146.2, 6.06,나성범,1.0
2,2, NC,26,144,622,564,112,184,34,5,28,312,135,23,4,15,1,127,9,3,8,0.326,0.373,0.5529999999999999,0.9259999999999999,0.4,136.1, 5.14,나성범,2.0
3,3, NC,27,144,653,572,116,177,37,2,22,284,113,7,4,9,2,136,4,1,4,0.309,0.38799999999999996,0.4970000000000001,0.885,0.395,125.9, 4.42,나성범,3.0
4,4, NC,28,125,561,498,103,173,42,2,24,291,99,17,7,12,10,116,8,0,3,0.34700000000000003,0.415,0.584,1.0,0.428,154.3, 5.78,나성범,4.0
5,5, NC,29,144,620,556,110,177,36,3,23,288,91,15,2,15,4,131,11,0,5,0.318,0.381,0.518,0.899,0.387,126.6, 4.51,나성범,5.0
6,6, NC,30,23,106,93,19,34,12,1,4,60,14,2,1,1,0,26,2,0,0,0.366,0.44299999999999995,0.645,1.089,0.483,198.8, 1.51,나성범,6.0
7,7, NC,31,130,584,525,115,170,37,2,34,313,112,3,1,9,2,148,6,0,1,0.324,0.39,0.596,0.987,0.43,153.5, ,나성범,7.0
8,8, NC,32,144,623,570,96,160,29,1,33,290,101,1,2,11,2,155,5,0,4,0.281,0.336,0.509,0.8440000000000001,0.38,124.1, 3.91,나성범,8.0
9,9, KIA,33,37,165,138,23,45,11,1,5,73,20,2,0,6,0,37,3,0,2,0.326,0.424,0.529,0.953,0.434,185.9, 2.21,나성범,9.0
0,0.0, 삼성,22,126,511,410,95,130,18,7,11,195,52,24,17,13,2,63,5,14,2, 0.317, 0.433, 0.476, 0.908, 0.406, 145.5,5.63,동봉철,0.0
1,1.0, 삼성,23,68,295,249,53,86,10,5,5,121,28,20,9,12,0,29,3,1,1, 0.345, 0.442, 0.486, 0.928, 0.434, 187.5,4.87,동봉철,1.0
2,2.0, 삼성,24,100,375,319,44,81,12,2,5,112,33,15,10,10,0,45,9,2,1, 0.254, 0.359, 0.351, 0.710, 0.338, 112.9,2.53,동봉철,2.0
3,3.0, 삼성,25,110,346,293,54,69,11,0,1,83,18,11,2,9,0,55,2,2,1, 0.235, 0.344, 0.283, 0.627, 0.302, 92.8,1.76,동봉철,3.0
4,4.0, 삼성|해태,26,101,318,264,37,48,12,4,3,77,19,15,3,9,1,38,3,9,1, 0.182, 0.298, 0.292, 0.589, 0.275, 70.9,0.45,동봉철,4.0
5,5.0, 삼성,26,18,47,39,5,6,1,1,0,9,2,2,0,1,0,8,0,0,0, 0.154, 0.298, 0.231, 0.529, 0.265, 64.6,0.04,동봉철,5.0
6,6.0, 해태,26,83,271,225,0,42,11,3,3,68,17,13,0,8,0,0,0,9,1, 0.187, 0.298, 0.302, 0.600, 0.278, 73.2,0.6,동봉철,6.0
7,7.0, LG,27,122,428,363,64,95,17,4,5,135,29,25,10,7,0,51,4,13,2, 0.262, 0.348, 0.372, 0.720, 0.324, 100.0,1.92,동봉철,7.0
8,8.0, LG|한화,28,64,180,139,22,28,4,0,3,41,17,2,7,6,1,21,3,7,2, 0.201, 0.347, 0.295, 0.642, 0.294, 80.9,0.28,동봉철,8.0
9,9.0, LG,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , ,0.0,동봉철,9.0
10,10.0, 한화,28,64,180,139,22,28,4,0,3,41,17,2,6,6,1,21,2,7,2, 0.201, 0.347, 0.295, 0.642, 0.294, 80.9,0.33,동봉철,10.0
11,11.0, 쌍방울,29,59,206,168,18,46,8,0,1,57,14,4,5,6,0,24,2,6,1, 0.274, 0.385, 0.339, 0.724, 0.334, 92.6,0.75,동봉철,11.0
0,0, 삼성,24,104,401,352,57,101,17,2,2,128,28,8,4,3,0,34,8,6,1,0.287,0.36200000000000004,0.364,0.726,0.345,111.9,3.14,류중일,0.0
1,1, 삼성,25,47,134,116,18,35,3,2,0,42,11,5,2,0,0,15,1,4,3,0.302,0.354,0.36200000000000004,0.716,0.326,99.3,0.91,류중일,1.0
2,2, 삼성,26,113,380,329,39,81,15,3,5,117,38,14,3,2,1,56,4,13,5,0.24600000000000002,0.311,0.35600000000000004,0.6659999999999999,0.306,85.3,2.0,류중일,2.0
3,3, 삼성,27,120,503,425,70,132,22,5,6,182,45,23,8,10,0,55,6,15,2,0.311,0.39399999999999996,0.428,0.823,0.379,131.2,5.44,류중일,3.0
4,4, 삼성,28,90,393,344,59,98,14,4,5,135,45,19,7,4,0,54,10,7,4,0.285,0.35200000000000004,0.392,0.745,0.34299999999999997,109.1,3.18,류중일,4.0
5,5, 삼성,29,104,341,294,43,62,12,1,5,91,27,8,2,3,0,42,6,8,1,0.21100000000000002,0.3,0.31,0.61,0.28300000000000003,64.7,0.78,류중일,5.0
6,6, 삼성,30,107,444,377,58,106,13,1,8,145,45,6,4,3,0,44,9,5,2,0.281,0.37799999999999995,0.385,0.763,0.36,134.8,4.46,류중일,6.0
7,7, 삼성,31,36,152,131,22,43,8,3,4,69,22,5,1,2,0,19,4,1,2,0.32799999999999996,0.40399999999999997,0.527,0.9309999999999999,0.418,168.1,2.29,류중일,7.0
8,8, 삼성,32,64,172,155,11,35,11,1,0,48,10,2,1,3,0,27,2,6,0,0.226,0.27699999999999997,0.31,0.5870000000000001,0.265,67.1,0.38,류중일,8.0
9,9, 삼성,33,111,413,355,37,87,13,2,2,110,35,13,5,4,1,66,6,12,2,0.245,0.327,0.31,0.637,0.295,84.7,1.96,류중일,9.0
10,10, 삼성,34,79,248,215,34,52,13,0,8,89,34,1,3,2,0,43,4,8,0,0.242,0.321,0.414,0.735,0.324,100.0,1.41,류중일,10.0
11,11, 삼성,35,64,158,140,14,28,8,0,0,36,13,4,0,1,0,38,1,3,1,0.2,0.271,0.257,0.528,0.245,47.3,0.07,류중일,11.0
12,12, 삼성,36,56,70,60,13,14,1,0,0,15,6,1,0,1,0,14,1,3,0,0.233,0.313,0.25,0.563,0.262,46.4,-0.01,류중일,12.0
0,0, 롯데,25,126,551,476,76,131,26,4,18,219,87,16,6,13,5,82,13,0,8,0.275,0.359,0.46,0.8190000000000001,0.368,137.8,4.21,마해영,0.0
1,1, 롯데,26,120,467,428,49,118,26,3,12,186,64,5,2,3,1,81,11,3,3,0.276,0.325,0.435,0.76,0.345,119.1,2.44,마해영,1.0
2,2, 롯데,27,126,505,452,61,117,22,3,25,220,75,6,5,9,8,76,12,2,3,0.259,0.32799999999999996,0.48700000000000004,0.815,0.355,121.4,2.67,마해영,2.0
3,3, 롯데,28,126,534,465,77,136,33,1,15,216,64,2,3,12,3,97,7,3,3,0.292,0.375,0.465,0.8390000000000001,0.3720000000000001,134.7,3.63,마해영,3.0
4,4, 롯데,29,132,579,503,111,187,38,4,35,338,119,6,9,10,5,65,11,0,7,0.3720000000000001,0.442,0.672,1.114,0.46799999999999997,180.7,7.18,마해영,4.0
5,5, 롯데,30,132,569,497,73,146,25,1,23,242,90,2,1,18,2,75,10,0,3,0.294,0.37799999999999995,0.48700000000000004,0.865,0.384,128.6,3.52,마해영,5.0
6,6, 삼성,31,133,547,470,86,154,18,0,30,262,95,1,1,5,3,82,13,0,4,0.32799999999999996,0.415,0.557,0.972,0.43,152.4,4.43,마해영,6.0
7,7, 삼성,32,133,596,532,92,172,40,2,33,315,116,2,0,12,5,74,14,0,6,0.32299999999999995,0.386,0.5920000000000001,0.978,0.418,161.3,5.61,마해영,7.0
8,8, 삼성,33,132,573,502,90,146,25,0,38,285,123,1,1,10,3,89,22,1,4,0.29100000000000004,0.371,0.568,0.938,0.406,147.0,4.21,마해영,8.0
9,9, KIA,34,124,519,437,54,123,16,0,11,172,71,4,3,14,4,68,19,1,11,0.281,0.373,0.39399999999999996,0.7659999999999999,0.354,110.0,1.47,마해영,9.0
10,10, KIA,35,94,387,338,46,90,17,0,12,143,60,0,0,8,2,66,13,2,4,0.266,0.34600000000000003,0.423,0.769,0.349,110.7,1.1,마해영,10.0
11,11, LG,36,80,316,282,30,76,12,2,5,107,28,1,1,5,2,54,7,1,4,0.27,0.33299999999999996,0.379,0.713,0.331,108.1,1.12,마해영,11.0
12,12, LG,37,11,34,28,2,2,0,0,1,5,3,0,0,0,0,9,1,0,2,0.071,0.177,0.179,0.355,0.175,-10.2,-0.38,마해영,12.0
13,13, 롯데,38,32,87,72,3,11,0,0,2,17,8,0,0,0,0,13,4,0,1,0.153,0.287,0.23600000000000002,0.524,0.264,50.7,-0.39,마해영,13.0
0,0, 두산,19,80,64,61,20,12,0,1,0,14,4,17,3,0,0,16,1,0,1,0.19699999999999998,0.21899999999999997,0.23,0.44799999999999995,0.212,22.0, -0.06,민병헌,0.0
1,1, 두산,20,119,372,328,53,80,14,3,3,109,31,30,9,5,0,56,5,5,6,0.244,0.308,0.332,0.64,0.299,77.4, 0.83,민병헌,1.0
2,2, 두산,21,87,101,93,26,18,0,1,0,20,0,18,6,1,0,18,2,1,0,0.19399999999999998,0.25,0.215,0.465,0.228,26.6, -0.35,민병헌,2.0
3,3, 두산,22,115,291,261,49,67,14,0,5,96,28,18,5,6,0,54,7,3,4,0.257,0.313,0.368,0.68,0.307,70.8, 0.20,민병헌,3.0
4,4, 두산,23,64,80,70,23,20,2,1,0,24,4,11,4,0,2,14,0,1,0,0.28600000000000003,0.3670000000000001,0.34299999999999997,0.71,0.325,88.9, 0.29,민병헌,4.0
5,5, 두산,25,2,8,7,0,1,0,0,0,1,0,0,2,0,0,2,0,1,0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.11900000000000001,-43.7, -0.19,민병헌,5.0
6,6, 두산,26,119,449,383,71,122,21,7,9,184,65,27,8,7,0,62,7,12,7,0.319,0.387,0.48,0.867,0.38799999999999996,131.7, 3.78,민병헌,6.0
7,7, 두산,27,124,527,470,85,162,31,3,12,235,79,16,8,6,0,63,11,8,6,0.345,0.395,0.5,0.895,0.39399999999999996,130.3, 4.54,민병헌,7.0
8,8, 두산,28,129,561,491,80,149,20,2,12,209,75,7,3,8,0,74,15,6,6,0.303,0.373,0.426,0.799,0.36,112.3, 2.62,민병헌,8.0
9,9, 두산,29,134,579,511,98,166,31,4,16,253,87,9,2,15,1,91,18,1,4,0.325,0.396,0.495,0.8909999999999999,0.4,129.5, 4.24,민병헌,9.0
10,10, 두산,30,123,520,447,73,136,21,0,14,199,71,3,4,19,2,74,14,1,6,0.304,0.389,0.445,0.8340000000000001,0.374,122.7, 3.35,민병헌,10.0
11,11, 롯데,31,118,494,443,74,141,21,0,17,213,66,8,3,8,3,68,10,2,6,0.318,0.374,0.48100000000000004,0.855,0.37,113.1, 3.05,민병헌,11.0
12,12, 롯데,32,101,420,369,52,112,24,2,9,167,43,13,6,5,0,55,9,1,3,0.304,0.38,0.45299999999999996,0.8320000000000001,0.382,133.0, 3.52,민병헌,12.0
13,13, 롯데,33,109,342,309,42,72,12,0,2,90,23,10,6,5,1,62,12,5,2,0.233,0.29100000000000004,0.29100000000000004,0.5820000000000001,0.271,50.8, ,민병헌,13.0
14,14, 롯데,34,14,49,42,5,8,3,0,0,11,2,0,1,0,0,11,2,1,0,0.19,0.292,0.262,0.5539999999999999,0.26899999999999996,50.2, -0.18,민병헌,14.0
0,0, 두산,19,5,5,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,0.187,-11.2, -0.04,박건우,0.0
1,1, 두산,23,34,51,48,12,13,1,0,1,17,7,2,3,1,0,11,4,1,0,0.271,0.3,0.354,0.654,0.302,72.7, -0.07,박건우,1.0
2,2, 두산,24,47,66,61,7,11,4,1,0,17,3,1,0,0,0,13,0,1,0,0.18,0.231,0.27899999999999997,0.51,0.231,17.8, -0.36,박건우,2.0
3,3, 두산,25,70,175,158,31,54,12,0,5,81,26,2,1,3,0,29,2,2,0,0.342,0.39899999999999997,0.513,0.912,0.40299999999999997,143.3, 1.47,박건우,3.0
4,4, 두산,26,132,540,484,95,162,36,4,20,266,83,17,6,9,0,86,9,4,5,0.335,0.39,0.55,0.94,0.41100000000000003,137.7, 4.51,박건우,4.0
5,5, 두산,27,131,543,483,91,177,40,2,20,281,78,20,3,10,2,64,15,5,4,0.366,0.424,0.5820000000000001,1.006,0.433,163.7, 7.00,박건우,5.0
6,6, 두산,28,125,529,488,79,159,24,6,12,231,84,7,3,10,1,65,14,1,2,0.326,0.373,0.473,0.847,0.371,117.5, 3.42,박건우,6.0
7,7, 두산,29,127,537,458,83,146,27,5,10,213,64,12,3,7,0,57,23,1,11,0.319,0.397,0.465,0.863,0.39399999999999996,144.6, 4.71,박건우,7.0
8,8, 두산,30,129,551,487,103,148,40,0,14,230,70,8,2,12,2,65,9,3,7,0.304,0.369,0.47200000000000003,0.841,0.375,126.5, ,박건우,8.0
9,9, 두산,31,126,525,458,82,149,31,2,6,202,63,13,0,11,2,72,16,0,6,0.325,0.4,0.441,0.841,0.39399999999999996,138.5, 4.62,박건우,9.0
10,10, NC,32,37,150,130,14,40,7,0,1,50,20,0,3,4,0,19,3,0,2,0.308,0.387,0.385,0.7709999999999999,0.364,135.8, 1.08,박건우,10.0
0,0, LG,19,84,197,172,14,47,10,2,1,64,19,2,2,4,0,38,1,3,1,0.273,0.35100000000000003,0.3720000000000001,0.723,0.33,94.5, 0.43,박경수,0.0
1,1, LG,20,92,388,328,50,88,15,0,6,121,33,7,6,13,1,72,6,4,3,0.268,0.3670000000000001,0.369,0.736,0.345,103.6, 2.12,박경수,1.0
2,2, LG,21,35,133,105,13,18,2,0,2,26,7,1,0,3,0,32,1,6,1,0.171,0.307,0.248,0.555,0.264,52.2, -0.11,박경수,2.0
3,3, LG,22,107,383,329,32,69,6,2,6,97,28,5,2,4,0,72,6,11,3,0.21,0.293,0.295,0.588,0.275,67.3, 0.92,박경수,3.0
4,4, LG,23,115,295,248,32,59,8,3,3,82,19,10,3,5,1,42,9,8,1,0.23800000000000002,0.33799999999999997,0.331,0.669,0.312,87.0, 1.28,박경수,4.0
5,5, LG,24,116,444,367,46,95,11,1,8,132,43,6,5,7,0,65,13,23,10,0.259,0.33,0.36,0.69,0.309,82.0, 1.25,박경수,5.0
6,6, LG,25,106,344,269,45,64,12,0,8,100,31,6,4,7,0,55,5,12,2,0.23800000000000002,0.377,0.3720000000000001,0.748,0.34,92.8, 1.43,박경수,6.0
7,7, LG,26,80,286,231,33,60,21,0,3,90,21,10,2,16,0,52,3,8,1,0.26,0.381,0.39,0.7709999999999999,0.354,108.4, 1.93,박경수,7.0
8,8, LG,27,111,386,317,36,72,11,1,4,97,26,10,8,7,0,66,7,10,4,0.22699999999999998,0.33799999999999997,0.306,0.644,0.307,80.5, 1.33,박경수,8.0
9,9, LG,30,87,201,162,33,37,6,1,2,51,19,7,1,5,0,33,6,6,3,0.228,0.344,0.315,0.6579999999999999,0.307,70.0, 0.41,박경수,9.0
10,10, kt,31,137,537,440,75,125,30,1,22,223,73,6,4,13,1,115,8,6,4,0.284,0.39899999999999997,0.507,0.9059999999999999,0.397,131.0, 4.57,박경수,10.0
11,11, kt,32,121,476,402,64,126,22,1,20,210,80,3,1,5,2,80,9,0,4,0.313,0.41200000000000003,0.522,0.934,0.415,135.0, 4.04,박경수,11.0
12,12, kt,33,131,511,442,62,116,27,1,15,190,66,1,2,6,4,118,14,3,3,0.262,0.35200000000000004,0.43,0.782,0.345,95.8, 1.71,박경수,12.0
13,13, KT,34,135,528,458,65,120,21,0,25,216,74,4,1,9,2,129,16,0,3,0.262,0.354,0.47200000000000003,0.826,0.35700000000000004,104.0, 2.51,박경수,13.0
14,14, KT,35,137,490,421,43,104,24,0,10,158,65,0,1,4,1,102,14,4,6,0.247,0.335,0.375,0.711,0.32799999999999996,97.3, 2.16,박경수,14.0
15,15, KT,36,119,391,324,33,91,17,0,13,147,59,0,1,9,2,96,14,3,7,0.281,0.381,0.45399999999999996,0.835,0.374,118.7, ,박경수,15.0
16,16, KT,37,118,280,239,24,46,10,0,9,83,33,0,1,3,2,76,7,4,0,0.192,0.301,0.34700000000000003,0.648,0.301,72.4, 0.10,박경수,16.0
17,17, KT,38,30,51,45,3,5,1,0,0,6,2,0,0,0,0,15,1,0,0,0.111,0.21600000000000005,0.133,0.349,0.184,7.2, -0.35,박경수,17.0
0,0, 쌍방울,19,10,8,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.25,0.0,0.25,0.18, ,0.06,박경완,0.0
1,1, 쌍방울,20,31,52,49,5,11,1,0,3,21,6,0,0,0,0,13,2,0,0,0.22399999999999998,0.26899999999999996,0.429,0.698,0.311, 82.8,0.24,박경완,1.0
2,2, 쌍방울,21,26,57,48,1,10,2,0,0,12,2,0,0,2,0,14,0,4,0,0.20800000000000002,0.28300000000000003,0.25,0.5329999999999999,0.245, 51.0,0.06,박경완,2.0
3,3, 쌍방울,22,102,274,240,31,57,8,2,14,111,31,0,2,5,0,75,3,4,0,0.23800000000000002,0.322,0.46299999999999997,0.785,0.353, 123.8,2.62,박경완,3.0
4,4, 쌍방울,23,121,429,361,48,82,13,2,19,156,46,5,2,8,4,100,5,4,0,0.22699999999999998,0.344,0.4320000000000001,0.7759999999999999,0.349, 125.1,4.29,박경완,4.0
5,5, 쌍방울,24,126,480,367,58,80,19,2,15,148,74,2,5,19,3,113,6,24,10,0.218,0.349,0.40299999999999997,0.752,0.32899999999999996, 108.0,3.66,박경완,5.0
6,6, 쌍방울,25,82,314,239,46,67,15,1,16,132,48,2,3,8,1,59,7,5,4,0.28,0.43,0.552,0.983,0.426, 170.9,4.75,박경완,6.0
7,7, 현대,26,123,458,404,54,101,25,1,19,185,66,3,3,6,0,103,10,7,2,0.25,0.324,0.45799999999999996,0.782,0.341, 113.4,3.84,박경완,7.0
8,8, 현대,27,124,467,367,67,81,16,1,23,168,67,2,2,8,2,95,9,18,2,0.221,0.359,0.45799999999999996,0.816,0.344, 99.2,3.14,박경완,8.0
9,9, 현대,28,130,517,408,83,115,16,0,40,251,95,7,4,12,7,112,7,6,4,0.282,0.419,0.615,1.034,0.4320000000000001, 162.6,7.47,박경완,9.0
10,10, 현대,29,130,528,421,66,108,13,1,24,195,81,21,8,7,2,121,9,6,3,0.257,0.395,0.46299999999999997,0.858,0.385, 123.7,5.32,박경완,10.0
11,11, 현대,30,119,398,330,42,67,10,1,19,136,42,6,4,6,4,108,6,12,3,0.203,0.311,0.41200000000000003,0.723,0.307, 85.1,2.02,박경완,11.0
12,12, SK,31,122,428,336,49,84,16,2,15,149,60,6,6,9,2,93,8,21,3,0.25,0.374,0.44299999999999995,0.8170000000000001,0.35, 109.0,3.35,박경완,12.0
13,13, SK,32,132,526,410,94,121,19,1,34,244,79,2,5,14,3,126,9,6,2,0.295,0.44,0.595,1.036,0.451, 177.9,8.36,박경완,13.0
14,14, SK,33,114,425,347,43,85,17,0,11,135,44,1,4,7,7,100,6,8,6,0.245,0.35700000000000004,0.389,0.746,0.335, 101.2,2.75,박경완,14.0
15,15, SK,34,111,380,324,38,82,13,0,13,134,51,2,2,9,5,91,5,6,4,0.253,0.342,0.414,0.7559999999999999,0.342, 116.7,3.24,박경완,15.0
16,16, SK,35,119,437,352,60,87,21,1,15,155,60,6,3,10,4,68,9,11,9,0.247,0.35700000000000004,0.44,0.797,0.354, 117.5,3.94,박경완,16.0
17,17, SK,36,101,370,304,44,83,17,0,7,121,36,6,4,6,0,64,8,7,5,0.273,0.377,0.39799999999999996,0.775,0.36, 117.5,3.23,박경완,17.0
18,18, SK,37,65,246,198,32,53,10,0,12,99,38,3,1,2,2,39,5,11,2,0.268,0.375,0.5,0.875,0.366, 110.6,2.0,박경완,18.0
19,19, SK,38,129,472,381,51,100,20,0,14,162,67,1,1,27,2,88,11,15,3,0.262,0.379,0.425,0.804,0.359, 111.8,3.78,박경완,19.0
20,20, SK,39,10,16,15,0,2,0,0,0,2,1,0,0,0,0,6,2,0,0,0.133,0.188,0.133,0.321,0.165, -17.0,-0.12,박경완,20.0
21,21, SK,40,8,23,20,0,2,0,0,0,2,0,0,0,0,0,6,2,2,0,0.1,0.14300000000000002,0.1,0.243,0.114, -47.9,-0.25,박경완,21.0
22,22, SK,41,8,21,19,1,2,0,0,1,5,1,0,0,1,0,5,1,1,0,0.105,0.15,0.263,0.413,0.18100000000000002, -9.1,-0.13,박경완,22.0
0,0, NC,20,32,47,41,10,11,1,0,0,12,6,9,2,0,0,6,3,0,1,0.268,0.34,0.293,0.633,0.31,78.1, 0.23,박민우,0.0
1,1, NC,21,118,491,416,87,124,21,9,1,166,40,50,10,11,0,89,5,4,4,0.298,0.392,0.39899999999999997,0.7909999999999999,0.3670000000000001,106.9, 3.75,박민우,1.0
2,2, NC,22,141,617,520,111,158,31,6,3,210,47,46,16,14,0,108,4,3,7,0.304,0.39899999999999997,0.40399999999999997,0.8029999999999999,0.371,116.8, 4.42,박민우,2.0
3,3, NC,23,121,515,435,84,149,16,6,3,186,55,20,6,8,1,70,9,10,7,0.34299999999999997,0.42,0.428,0.847,0.387,122.1, 4.09,박민우,3.0
4,4, NC,24,106,452,388,84,141,25,4,3,183,47,11,1,11,0,51,8,3,4,0.363,0.441,0.47200000000000003,0.9129999999999999,0.41200000000000003,145.5, 4.71,박민우,4.0
5,5, NC,25,115,460,411,68,133,22,5,5,180,33,17,5,10,3,51,4,3,4,0.324,0.38299999999999995,0.43799999999999994,0.821,0.363,112.9, 2.93,박민우,5.0
6,6, NC,26,125,526,468,89,161,23,8,1,203,45,18,7,9,1,40,10,2,6,0.344,0.40299999999999997,0.434,0.836,0.387,134.7, 4.66,박민우,6.0
7,7, NC,27,126,530,467,82,161,27,5,8,222,63,13,6,15,2,48,12,2,10,0.345,0.402,0.475,0.877,0.396,132.6, ,박민우,7.0
8,8, NC,28,50,215,180,30,47,5,3,1,61,18,12,3,7,0,23,4,4,2,0.261,0.36,0.33899999999999997,0.6990000000000001,0.33299999999999996,94.8, 0.83,박민우,8.0
9,9, NC,29,11,49,46,4,10,3,0,0,13,2,1,0,2,0,8,0,0,0,0.217,0.265,0.28300000000000003,0.5479999999999999,0.262,63.8, -0.01,박민우,9.0
0,0.0, LG,19,79,185,163,22,31,11,0,3,51,21,1,0,6,0,48,3,0,4,0.19,0.265,0.313,0.578,0.26899999999999996,55.4, 0.31,박병호,0.0
1,1.0, LG,20,48,142,130,7,21,2,0,5,38,13,1,3,2,0,42,4,1,0,0.162,0.22699999999999998,0.292,0.519,0.245,45.4, -0.65,박병호,1.0
2,2.0, LG,23,68,213,188,28,41,7,0,9,75,25,2,1,4,1,70,3,0,1,0.218,0.305,0.39899999999999997,0.7040000000000001,0.315,75.8, -0.06,박병호,2.0
3,3.0, LG,24,78,192,160,25,30,4,0,7,55,22,5,1,2,3,55,5,2,2,0.188,0.305,0.344,0.649,0.293,67.4, -0.18,박병호,3.0
4,4.0, LG|넥센,25,66,230,201,31,51,11,2,13,105,31,2,0,2,0,76,5,0,1,0.254,0.344,0.522,0.866,0.389,137.0, 1.73,박병호,4.0
5,5.0, 넥센,25,51,213,185,28,49,10,2,12,99,28,2,0,2,0,67,5,0,1,0.265,0.35700000000000004,0.535,0.892,0.401,144.9, 1.80,박병호,5.0
6,6.0, LG,25,15,17,16,3,2,1,0,1,6,3,0,0,0,0,9,0,0,0,0.125,0.177,0.375,0.552,0.244,37.4, -0.08,박병호,6.0
7,7.0, 넥센,26,133,560,469,76,136,34,0,31,263,105,20,9,11,3,111,6,0,7,0.29,0.39299999999999996,0.561,0.9540000000000001,0.43,174.5, 6.51,박병호,7.0
8,8.0, 넥센,27,128,556,450,91,143,17,0,37,271,117,10,2,8,4,96,7,0,6,0.318,0.4370000000000001,0.602,1.0390000000000001,0.462,181.1, 7.02,박병호,8.0
9,9.0, 넥센,28,128,571,459,126,139,16,2,52,315,124,8,3,12,3,142,13,0,4,0.303,0.433,0.6859999999999999,1.119,0.466,162.9, 6.23,박병호,9.0
10,10.0, 넥센,29,140,622,528,129,181,35,1,53,377,146,10,3,12,6,161,10,0,4,0.34299999999999997,0.436,0.7140000000000001,1.15,0.48100000000000004,181.9, 7.76,박병호,10.0
11,11.0, 넥센,32,113,488,400,88,138,20,0,43,287,112,0,1,17,10,114,9,0,3,0.345,0.457,0.718,1.175,0.478,190.9, 6.62,박병호,11.0
12,12.0, 키움,33,122,532,432,92,121,22,0,33,242,98,0,1,13,5,117,7,0,9,0.28,0.39899999999999997,0.56,0.9590000000000001,0.42200000000000004,166.3, 5.50,박병호,12.0
13,13.0, 키움,34,93,383,309,56,69,7,0,21,139,66,0,0,9,2,114,8,0,8,0.223,0.353,0.45,0.802,0.35700000000000004,115.7, ,박병호,13.0
14,14.0, 키움,35,118,477,409,48,93,23,0,20,176,76,0,1,14,3,141,9,0,7,0.22699999999999998,0.32299999999999995,0.43,0.753,0.34299999999999997,106.4, 1.47,박병호,14.0
15,15.0, KT,36,36,144,128,20,35,5,0,12,76,33,3,0,5,1,43,3,0,1,0.273,0.34700000000000003,0.594,0.941,0.418,176.2, 1.69,박병호,15.0
0,0, 삼성,19,23,32,29,2,3,1,0,1,7,3,0,0,1,0,7,3,0,0,0.10300000000000001,0.188,0.24100000000000002,0.429,0.203,7.9, -0.20,박석민,0.0
1,1, 삼성,20,52,92,81,7,16,3,1,0,21,4,1,0,3,0,13,3,0,1,0.198,0.28300000000000003,0.259,0.542,0.263,52.2, -0.05,박석민,1.0
2,2, 삼성,23,126,499,416,65,116,27,1,14,187,64,2,3,12,1,84,15,8,2,0.27899999999999997,0.385,0.45,0.8340000000000001,0.38299999999999995,132.4, 4.33,박석민,2.0
3,3, 삼성,24,97,375,295,63,84,17,0,24,173,62,0,0,17,4,66,5,2,7,0.285,0.41600000000000004,0.586,1.002,0.426,150.1, 4.16,박석민,3.0
4,4, 삼성,25,112,457,356,58,108,18,0,15,171,64,3,2,15,4,84,14,5,5,0.303,0.44,0.48,0.9209999999999999,0.415,148.8, 4.90,박석민,4.0
5,5, 삼성,26,128,537,457,74,127,24,3,15,202,86,3,1,13,1,105,13,5,3,0.278,0.374,0.442,0.816,0.376,127.6, 4.65,박석민,5.0
6,6, 삼성,27,127,549,443,79,138,19,3,23,232,91,2,3,27,5,83,8,2,5,0.312,0.433,0.524,0.9570000000000001,0.43799999999999994,179.9, 7.89,박석민,6.0
7,7, 삼성,28,117,474,396,61,126,24,0,18,204,76,4,2,21,1,73,13,0,2,0.318,0.425,0.515,0.94,0.4320000000000001,162.0, 5.85,박석민,7.0
8,8, 삼성,29,110,425,356,77,112,21,0,27,214,72,0,1,12,3,62,12,0,3,0.315,0.419,0.601,1.02,0.43799999999999994,147.7, 4.52,박석민,8.0
9,9, 삼성,30,135,559,448,90,144,25,0,26,247,116,3,0,19,0,97,13,1,8,0.321,0.441,0.551,0.992,0.4370000000000001,156.8, 5.38,박석민,9.0
