year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, SK, 28, 132, 556, 499, 81, 140, 24, 0, 45, 299, 107, 4, 4, 7, 2, 114, 8, 0, 1, 0.281, 0.353, 0.599, 0.952, 0.404, 153.3
year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2019, 두산, 31, 144, 645, 572, 87, 197, 34, 0, 15, 276, 88, 1, 2, 6, 4, 54, 16, 0, 6, 0.344, 0.409, 0.483, 0.892, 0.408, 155.2
2020, 두산, 32, 144, 668, 586, 104, 199, 29, 0, 21, 291, 105, 0, 1, 13, 1, 42, 26, 0, 11, 0.340, 0.404, 0.497, 0.901, 0.406, 146.5
2021, 두산, 33, 141, 617, 540, 73, 170, 24, 0, 15, 239, 81, 0, 2, 6, 3, 35, 25, 0, 6, 0.315, 0.391, 0.443, 0.833, 0.389, 136.6
2022, 두산, 34, 34, 145, 134, 9, 35, 7, 0, 1, 45, 14, 0, 0, 0, 0, 15, 14, 0, 1, 0.261, 0.310, 0.336, 0.646, 0.304, 93.6
