year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2002, 두산, 18, 16, 10, 10, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0.100, 0.100, 0.100, 0.200, 0.092, -70.2
2003, 두산, 19, 32, 13, 13, 2, 3, 0, 0, 0, 3, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0.231, 0.231, 0.231, 0.462, 0.215, 11.9
2005, 두산, 21, 16, 18, 17, 2, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0.118, 0.167, 0.118, 0.284, 0.146, -30.7
2006, 두산, 22, 116, 359, 315, 38, 85, 15, 5, 2, 116, 29, 14, 10, 12, 0, 59, 6, 7, 1, 0.270, 0.344, 0.368, 0.712, 0.331, 108.1
2007, 두산, 23, 126, 536, 444, 89, 119, 29, 1, 12, 186, 66, 36, 10, 17, 1, 105, 9, 8, 6, 0.268, 0.373, 0.419, 0.792, 0.365, 124.7
2008, 두산, 24, 126, 528, 427, 84, 114, 15, 3, 9, 162, 70, 39, 9, 14, 0, 109, 10, 7, 6, 0.267, 0.388, 0.379, 0.767, 0.363, 119.1
2009, 두산, 25, 85, 331, 281, 59, 66, 11, 3, 6, 101, 29, 12, 4, 13, 0, 76, 3, 1, 3, 0.235, 0.339, 0.359, 0.699, 0.325, 82.6
2010, 두산, 26, 100, 344, 293, 53, 60, 10, 1, 6, 90, 35, 11, 3, 14, 1, 67, 4, 2, 1, 0.205, 0.316, 0.307, 0.623, 0.297, 70.0
2011, 두산, 27, 93, 208, 176, 31, 37, 5, 1, 3, 53, 16, 6, 6, 7, 0, 50, 4, 5, 2, 0.210, 0.305, 0.301, 0.607, 0.287, 67.0
2012, 두산, 28, 58, 173, 151, 33, 40, 10, 1, 3, 61, 26, 7, 1, 3, 0, 28, 5, 5, 0, 0.265, 0.335, 0.404, 0.739, 0.336, 108.5
2013, 두산, 29, 10, 17, 14, 3, 4, 1, 0, 1, 8, 1, 1, 0, 0, 1, 5, 1, 0, 0, 0.286, 0.412, 0.571, 0.983, 0.424, 156.6
2014, 두산, 30, 52, 108, 94, 18, 27, 2, 0, 1, 32, 7, 1, 1, 0, 0, 18, 3, 1, 2, 0.287, 0.355, 0.340, 0.696, 0.325, 81.7
2015, 두산, 31, 41, 77, 67, 13, 22, 1, 0, 3, 32, 11, 4, 2, 3, 0, 22, 4, 0, 1, 0.328, 0.403, 0.478, 0.880, 0.397, 138.8
2016, 두산, 32, 8, 5, 4, 1, 1, 1, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.250, 0.400, 0.500, 0.900, 0.404, 131.2
