year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1983, 해태, 24, 55, 126, 108, 12, 21, 6, 1, 2, 35, 9, 5, 4, 1, 0, 25, 1, 0, 0, 0.194, 0.310, 0.324, 0.634, 0.303, 89.9
1984, 해태, 25, 80, 214, 200, 18, 47, 5, 0, 6, 70, 24, 1, 0, 3, 1, 32, 2, 0, 1, 0.235, 0.280, 0.350, 0.630, 0.294, 81.7
1985, 해태, 26, 103, 390, 338, 59, 104, 15, 0, 15, 164, 41, 3, 4, 6, 1, 30, 7, 1, 2, 0.308, 0.393, 0.485, 0.879, 0.405, 156.5
1986, 해태, 27, 85, 259, 228, 30, 56, 9, 2, 2, 75, 18, 1, 3, 7, 0, 37, 1, 4, 1, 0.246, 0.316, 0.329, 0.645, 0.304, 92.8
1987, 해태, 28, 70, 200, 169, 15, 32, 9, 0, 2, 47, 11, 1, 0, 5, 4, 30, 3, 1, 1, 0.189, 0.307, 0.278, 0.585, 0.281, 66.2
1988, 해태,빙그레, 29, 44, 139, 113, 12, 22, 1, 1, 2, 31, 14, 0, 1, 9, 1, 16, 3, 0, 1, 0.195, 0.338, 0.274, 0.613, 0.303, 84.0
, 해태, 29, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -124.4
, 빙그레, 29, 43, 138, 112, 12, 22, 1, 1, 2, 31, 14, 0, 1, 9, 0, 16, 3, 1, 0, 0.196, 0.343, 0.277, 0.620, 0.308, 87.5
1989, 빙그레, 30, 93, 245, 209, 26, 69, 20, 0, 7, 110, 27, 3, 0, 7, 3, 30, 7, 0, 3, 0.330, 0.416, 0.526, 0.943, 0.435, 171.1
1990, 빙그레, 31, 83, 165, 147, 11, 38, 8, 0, 3, 55, 19, 1, 2, 1, 1, 27, 7, 0, 0, 0.259, 0.339, 0.374, 0.714, 0.339, 105.3
