year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2009, 롯데, 19, 44, 112, 98, 14, 26, 6, 0, 1, 35, 12, 3, 0, 1, 0, 26, 8, 2, 3, 0.265, 0.318, 0.357, 0.675, 0.303, 68.4
2010, 롯데, 20, 61, 108, 100, 5, 18, 4, 0, 1, 25, 7, 0, 1, 0, 0, 27, 0, 2, 0, 0.180, 0.226, 0.250, 0.476, 0.221, 20.0
2011, 롯데, 21, 64, 73, 62, 6, 16, 0, 0, 0, 16, 6, 0, 0, 0, 0, 17, 1, 0, 1, 0.258, 0.356, 0.258, 0.614, 0.309, 82.4
2014, 롯데, 24, 43, 99, 84, 10, 23, 4, 0, 1, 30, 9, 0, 0, 1, 0, 19, 1, 0, 2, 0.274, 0.364, 0.357, 0.721, 0.339, 88.3
2015, 롯데,kt, 25, 133, 491, 433, 55, 123, 20, 1, 13, 184, 77, 1, 2, 0, 1, 85, 12, 3, 9, 0.284, 0.346, 0.425, 0.771, 0.343, 94.9
, 롯데, 25, 22, 56, 49, 4, 12, 2, 1, 3, 25, 12, 0, 0, 0, 0, 12, 3, 1, 1, 0.245, 0.309, 0.510, 0.819, 0.342, 92.9
, kt, 25, 111, 435, 384, 51, 111, 18, 0, 10, 159, 65, 1, 2, 0, 1, 73, 9, 2, 8, 0.289, 0.351, 0.414, 0.765, 0.343, 94.6
2017, kt, 27, 118, 348, 294, 28, 68, 11, 1, 8, 105, 46, 0, 4, 2, 1, 59, 13, 4, 5, 0.231, 0.329, 0.357, 0.686, 0.309, 72.5
2018, KT, 28, 127, 393, 356, 41, 92, 13, 0, 13, 144, 48, 1, 1, 2, 0, 82, 8, 1, 2, 0.258, 0.321, 0.404, 0.726, 0.320, 79.1
2019, KT, 29, 127, 413, 366, 25, 96, 7, 0, 7, 124, 41, 0, 1, 2, 2, 86, 11, 4, 6, 0.262, 0.325, 0.339, 0.664, 0.308, 82.7
2020, KT, 30, 130, 455, 400, 39, 111, 15, 0, 13, 165, 79, 0, 0, 1, 0, 64, 15, 10, 6, 0.278, 0.337, 0.413, 0.750, 0.333, 92.1
2021, KT, 31, 127, 460, 385, 46, 89, 13, 0, 14, 144, 63, 1, 2, 3, 3, 69, 16, 9, 3, 0.231, 0.337, 0.374, 0.711, 0.328, 90.6
2022, KT, 32, 34, 122, 102, 11, 23, 6, 0, 4, 41, 11, 0, 0, 1, 0, 23, 5, 0, 0, 0.225, 0.353, 0.402, 0.754, 0.354, 128.6
