year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2012, 한화, 18, 70, 141, 127, 10, 22, 1, 0, 1, 26, 4, 7, 2, 0, 0, 50, 2, 5, 0, 0.173, 0.228, 0.205, 0.433, 0.206, 19.1
2013, 한화, 19, 5, 11, 11, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 4, 1, 0, 0, 0.091, 0.091, 0.091, 0.182, 0.087, -72.5
2015, 한화, 21, 4, 11, 10, 3, 3, 0, 0, 0, 3, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0.300, 0.364, 0.300, 0.664, 0.322, 77.4
2016, 한화, 22, 115, 441, 405, 58, 113, 21, 1, 10, 166, 57, 5, 7, 9, 1, 115, 3, 8, 1, 0.279, 0.323, 0.410, 0.733, 0.326, 77.1
2017, 한화, 23, 111, 470, 432, 69, 123, 18, 8, 11, 190, 52, 7, 6, 5, 0, 83, 6, 9, 1, 0.285, 0.328, 0.440, 0.767, 0.333, 89.3
2018, 한화, 24, 141, 517, 484, 67, 123, 20, 3, 9, 176, 52, 14, 12, 4, 0, 130, 7, 1, 0, 0.254, 0.300, 0.364, 0.664, 0.296, 64.3
2019, 한화, 25, 5, 20, 19, 3, 5, 2, 0, 0, 7, 2, 0, 0, 0, 0, 4, 1, 1, 0, 0.263, 0.263, 0.368, 0.632, 0.273, 60.5
2020, 한화, 26, 72, 281, 262, 22, 75, 11, 0, 2, 92, 32, 4, 1, 2, 0, 66, 3, 2, 2, 0.286, 0.323, 0.351, 0.674, 0.312, 81.0
2021, 한화, 27, 138, 594, 525, 84, 143, 27, 3, 10, 206, 68, 23, 6, 10, 1, 135, 9, 5, 3, 0.272, 0.346, 0.392, 0.739, 0.345, 104.4
2022, 한화, 28, 35, 138, 127, 11, 29, 2, 0, 1, 34, 15, 8, 2, 1, 0, 38, 0, 0, 0, 0.228, 0.290, 0.268, 0.558, 0.270, 70.1
