year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1986, 롯데, 23, 39, 57, 47, 7, 9, 1, 1, 1, 15, 4, 0, 0, 0, 0, 10, 2, 2, 0, 0.191, 0.309, 0.319, 0.628, 0.295, 85.4
1988, 롯데, 25, 15, 37, 32, 5, 7, 0, 0, 0, 7, 1, 1, 0, 0, 0, 4, 1, 0, 0, 0.219, 0.324, 0.219, 0.543, 0.276, 65.1
1989, 삼성, 26, 48, 92, 80, 13, 25, 4, 5, 2, 45, 21, 7, 3, 2, 0, 22, 1, 3, 0, 0.313, 0.382, 0.563, 0.945, 0.420, 161.5
1992, 삼성, 29, 56, 171, 152, 16, 41, 3, 2, 3, 57, 26, 3, 3, 3, 3, 27, 5, 0, 8, 0.270, 0.304, 0.375, 0.679, 0.299, 75.2
1993, 삼성, 30, 100, 321, 296, 27, 80, 8, 1, 11, 123, 45, 0, 2, 2, 0, 43, 9, 4, 1, 0.270, 0.316, 0.416, 0.731, 0.339, 119.6
1994, 삼성, 31, 101, 278, 250, 26, 69, 10, 1, 5, 96, 30, 2, 3, 1, 2, 23, 7, 4, 5, 0.276, 0.321, 0.384, 0.705, 0.318, 99.7
1995, 삼성, 32, 99, 251, 227, 22, 62, 11, 1, 7, 96, 36, 2, 1, 4, 1, 43, 7, 4, 1, 0.273, 0.328, 0.423, 0.751, 0.336, 116.2
1996, 삼성, 33, 45, 125, 107, 11, 19, 5, 0, 2, 30, 5, 0, 1, 2, 0, 24, 4, 2, 1, 0.178, 0.276, 0.280, 0.557, 0.263, 63.3
1997, 쌍방울, 34, 65, 189, 163, 18, 40, 6, 1, 3, 57, 23, 0, 0, 5, 2, 37, 1, 4, 2, 0.245, 0.324, 0.350, 0.674, 0.303, 85.6
1998, 쌍방울, 35, 54, 151, 136, 11, 29, 1, 0, 1, 33, 8, 1, 0, 1, 1, 31, 2, 3, 0, 0.213, 0.277, 0.243, 0.520, 0.240, 42.3
year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2006, SK, 19, 5, 1, 1, 2, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.000, 1.000, 1.000, 2.000, 0.949, 562.5
2007, SK, 20, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, , , , , , 
2008, SK, 21, 6, 5, 5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.191, 0.2
2011, SK, 24, 10, 10, 9, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 0, 1, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -130.1
2012, SK, 25, 88, 191, 163, 28, 39, 8, 3, 2, 59, 14, 6, 2, 5, 0, 26, 2, 11, 0, 0.239, 0.311, 0.362, 0.673, 0.301, 83.7
2013, SK, 26, 97, 181, 162, 27, 35, 7, 1, 1, 47, 16, 2, 6, 1, 0, 28, 6, 2, 0, 0.216, 0.291, 0.290, 0.581, 0.279, 57.1
2014, SK, 27, 122, 476, 398, 73, 113, 20, 1, 5, 150, 43, 6, 3, 7, 0, 51, 7, 10, 6, 0.284, 0.376, 0.377, 0.752, 0.345, 94.8
2015, SK, 28, 129, 449, 397, 49, 118, 20, 0, 8, 162, 48, 1, 4, 7, 0, 42, 14, 12, 2, 0.297, 0.357, 0.408, 0.765, 0.341, 97.3
2016, SK, 29, 138, 530, 479, 66, 153, 28, 0, 8, 205, 65, 3, 3, 6, 0, 37, 13, 5, 7, 0.319, 0.366, 0.428, 0.794, 0.360, 100.8
2017, SK, 30, 130, 429, 380, 45, 103, 14, 0, 4, 129, 29, 2, 1, 4, 1, 28, 8, 7, 3, 0.271, 0.335, 0.339, 0.674, 0.306, 72.6
2018, SK, 31, 135, 462, 415, 51, 115, 19, 1, 4, 148, 55, 6, 2, 9, 0, 42, 19, 6, 3, 0.277, 0.336, 0.357, 0.692, 0.312, 75.6
2019, SK, 32, 144, 472, 426, 45, 105, 16, 2, 1, 128, 34, 6, 2, 2, 0, 43, 15, 8, 3, 0.246, 0.302, 0.300, 0.602, 0.282, 66.2
2020, SK, 33, 133, 392, 343, 34, 93, 9, 1, 2, 110, 25, 1, 1, 5, 0, 27, 10, 11, 3, 0.271, 0.336, 0.321, 0.657, 0.304, 74.0
2021, SSG, 34, 110, 274, 237, 27, 67, 15, 0, 6, 100, 37, 5, 2, 0, 0, 29, 8, 4, 4, 0.283, 0.356, 0.422, 0.778, 0.357, 109.8
2022, SSG, 35, 36, 88, 73, 6, 15, 2, 1, 0, 19, 8, 0, 1, 1, 0, 8, 5, 5, 1, 0.205, 0.289, 0.260, 0.549, 0.251, 56.2
