year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2005, 현대, 24, 18, 28, 26, 3, 5, 1, 0, 1, 9, 5, 1, 0, 0, 0, 7, 0, 0, 0, 0.192, 0.250, 0.346, 0.596, 0.273, 59.2
2006, 현대, 25, 110, 295, 246, 24, 60, 16, 0, 3, 85, 31, 5, 3, 8, 0, 48, 5, 14, 2, 0.244, 0.331, 0.346, 0.677, 0.307, 91.2
2007, 현대, 26, 112, 231, 197, 21, 44, 6, 0, 5, 65, 35, 2, 0, 4, 2, 23, 10, 7, 1, 0.223, 0.313, 0.330, 0.642, 0.294, 75.3
2010, 넥센, 29, 131, 543, 481, 52, 140, 27, 0, 9, 194, 79, 2, 2, 1, 0, 81, 17, 8, 4, 0.291, 0.355, 0.403, 0.759, 0.346, 102.6
2011, 넥센, 30, 121, 511, 447, 64, 129, 23, 2, 3, 165, 54, 4, 3, 4, 3, 63, 11, 4, 4, 0.289, 0.365, 0.369, 0.734, 0.345, 106.8
2012, 넥센, 31, 74, 274, 246, 22, 59, 11, 1, 3, 81, 25, 3, 1, 2, 1, 36, 11, 6, 1, 0.240, 0.299, 0.329, 0.628, 0.291, 77.1
2013, 넥센, 32, 97, 344, 298, 37, 81, 13, 0, 7, 115, 40, 4, 3, 4, 2, 48, 7, 3, 2, 0.272, 0.358, 0.386, 0.744, 0.348, 103.8
2014, 넥센, 33, 122, 469, 405, 71, 128, 31, 0, 20, 219, 91, 2, 1, 3, 0, 53, 9, 8, 7, 0.316, 0.384, 0.541, 0.925, 0.396, 119.9
2015, 넥센, 34, 139, 598, 520, 103, 188, 42, 1, 23, 301, 116, 3, 3, 2, 2, 71, 13, 1, 8, 0.362, 0.431, 0.579, 1.009, 0.440, 157.6
2016, kt, 35, 110, 460, 408, 70, 137, 22, 0, 14, 201, 64, 4, 1, 2, 1, 40, 10, 0, 3, 0.336, 0.404, 0.493, 0.897, 0.405, 128.6
2017, kt, 36, 133, 497, 445, 52, 136, 19, 0, 13, 194, 68, 0, 2, 2, 2, 59, 10, 2, 3, 0.306, 0.370, 0.436, 0.806, 0.359, 105.5
2018, KT, 37, 121, 480, 428, 59, 145, 21, 1, 20, 228, 83, 1, 1, 2, 3, 53, 9, 2, 1, 0.339, 0.406, 0.533, 0.939, 0.404, 134.5
2019, KT, 38, 139, 562, 501, 61, 159, 19, 1, 14, 222, 86, 3, 0, 4, 1, 61, 20, 0, 5, 0.317, 0.383, 0.443, 0.826, 0.381, 133.1
2020, KT, 39, 119, 428, 386, 48, 108, 17, 0, 11, 158, 64, 0, 0, 0, 2, 51, 9, 1, 1, 0.280, 0.347, 0.409, 0.756, 0.345, 99.2
2021, KT, 40, 104, 336, 281, 30, 87, 16, 0, 5, 118, 42, 1, 0, 7, 5, 34, 12, 0, 4, 0.310, 0.411, 0.420, 0.831, 0.389, 130.5
