year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1996, 삼성, 22, 75, 220, 194, 21, 48, 7, 2, 1, 62, 19, 4, 2, 1, 0, 46, 7, 6, 4, 0.247, 0.296, 0.320, 0.615, 0.279, 73.6
1997, 삼성, 23, 123, 486, 420, 66, 115, 25, 3, 13, 185, 72, 13, 9, 6, 2, 84, 5, 14, 6, 0.274, 0.336, 0.440, 0.776, 0.335, 107.6
1998, 삼성, 24, 123, 405, 357, 36, 84, 17, 1, 11, 136, 55, 9, 5, 9, 2, 62, 17, 15, 5, 0.235, 0.287, 0.381, 0.668, 0.286, 75.6
1999, 삼성, 25, 105, 453, 398, 75, 124, 15, 0, 18, 193, 53, 16, 8, 24, 0, 80, 7, 6, 1, 0.312, 0.385, 0.485, 0.870, 0.381, 123.3
2000, 삼성, 26, 102, 426, 374, 60, 108, 25, 1, 12, 171, 38, 5, 4, 9, 0, 71, 5, 7, 3, 0.289, 0.358, 0.457, 0.815, 0.358, 111.4
2001, 삼성, 27, 105, 333, 279, 34, 69, 19, 0, 3, 97, 30, 2, 4, 14, 1, 55, 4, 14, 3, 0.247, 0.332, 0.348, 0.680, 0.306, 72.0
2002, SK, 28, 75, 174, 153, 19, 43, 11, 1, 2, 62, 14, 0, 1, 6, 0, 37, 4, 4, 2, 0.281, 0.341, 0.405, 0.746, 0.328, 99.4
2003, SK, 29, 119, 425, 372, 55, 101, 16, 0, 12, 153, 51, 9, 3, 11, 0, 56, 3, 12, 3, 0.272, 0.337, 0.411, 0.748, 0.330, 94.8
2004, SK, 30, 105, 421, 362, 51, 107, 23, 0, 9, 157, 47, 2, 4, 11, 0, 63, 9, 13, 3, 0.296, 0.368, 0.434, 0.801, 0.359, 113.3
2005, SK, 31, 126, 502, 427, 49, 122, 16, 1, 11, 173, 63, 7, 8, 10, 1, 75, 7, 14, 7, 0.286, 0.361, 0.405, 0.766, 0.344, 107.7
2006, SK, 32, 84, 237, 205, 19, 43, 10, 0, 3, 62, 21, 0, 5, 3, 0, 32, 5, 8, 3, 0.210, 0.280, 0.302, 0.582, 0.268, 61.8
2007, SK, 33, 116, 381, 333, 30, 75, 16, 1, 4, 105, 50, 3, 3, 12, 1, 62, 6, 12, 2, 0.225, 0.295, 0.315, 0.611, 0.282, 64.8
2008, SK, 34, 33, 89, 80, 7, 16, 1, 0, 1, 20, 6, 0, 0, 2, 0, 21, 0, 1, 0, 0.200, 0.273, 0.250, 0.523, 0.255, 44.6
2009, SK, 35, 31, 46, 37, 3, 7, 2, 0, 0, 9, 3, 0, 0, 0, 1, 10, 3, 2, 0, 0.189, 0.318, 0.243, 0.561, 0.258, 37.1
