year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1982, 해태, 24, 8, 1, 17, 9, 12, 0, 0, 175.0, 83, 60, 740, 177, , 12, 42, 2, 9, 85, 0, 4, 3.09, 3.18, 1.25, 124.9
1983, 해태, 25, 6, 3, 22, 13, 10, 1, 0, 181.1, 67, 57, 731, 171, , 12, 30, 3, 5, 80, 0, 1, 2.83, 2.57, 1.11, 115.0
1984, 해태, 26, 6, 2, 21, 7, 11, 1, 0, 132.2, 58, 45, 547, 133, , 10, 19, 0, 1, 68, 0, 1, 3.05, 2.55, 1.15, 108.0
1985, 해태, 27, 1, 0, 10, 11, 6, 8, 0, 134.2, 74, 67, 560, 147, , 14, 26, 2, 3, 74, 0, 1, 4.48, 3.07, 1.29, 78.0
1986, 해태, 28, 0, 0, 2, 0, 0, 2, 0, 30.2, 19, 16, 143, 45, , 2, 6, 1, 0, 22, 0, 0, 4.70, 1.98, 1.66, 65.0
1987, 빙그레, 29, 4, 0, 12, 4, 5, 0, 0, 87.2, 48, 46, 383, 111, , 8, 19, 0, 2, 37, 0, 0, 4.72, 3.53, 1.48, 77.5
1988, 빙그레, 30, 1, 0, 16, 8, 6, 1, 0, 122.2, 67, 56, 525, 150, , 9, 25, 1, 2, 41, 0, 1, 4.11, 3.50, 1.43, 95.5
