year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1990, 롯데, 24, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , 1.000, , , 0.729, 
1991, 롯데, 25, 47, 42, 37, 10, 9, 2, 0, 0, 11, 0, 4, 2, 0, 0, 9, 2, 1, 0, 0.243, 0.317, 0.297, 0.614, 0.290, 74.4
1992, 롯데, 26, 22, 25, 20, 6, 4, 0, 0, 0, 4, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0.200, 0.333, 0.200, 0.533, 0.268, 54.9
1993, 롯데, 27, 118, 415, 357, 46, 101, 18, 3, 0, 125, 25, 24, 9, 8, 0, 65, 7, 10, 3, 0.283, 0.359, 0.350, 0.709, 0.331, 113.6
1994, 롯데, 28, 89, 338, 277, 33, 64, 8, 3, 2, 84, 26, 14, 17, 5, 1, 43, 2, 5, 7, 0.231, 0.339, 0.303, 0.643, 0.304, 89.9
1995, 롯데, 29, 102, 306, 268, 39, 64, 6, 6, 0, 82, 31, 21, 10, 3, 0, 48, 5, 7, 3, 0.239, 0.308, 0.306, 0.614, 0.282, 79.0
1996, 롯데, 30, 102, 285, 254, 38, 62, 15, 1, 0, 79, 23, 20, 7, 4, 0, 45, 4, 9, 0, 0.244, 0.304, 0.311, 0.615, 0.283, 76.7
1997, 롯데, 31, 59, 147, 124, 11, 22, 2, 0, 0, 24, 5, 9, 8, 1, 0, 23, 1, 6, 1, 0.177, 0.270, 0.194, 0.463, 0.222, 31.4
1998, LG, 32, 88, 108, 97, 21, 28, 4, 0, 1, 35, 13, 6, 4, 0, 0, 23, 1, 1, 2, 0.289, 0.336, 0.361, 0.697, 0.315, 95.2
1999, LG, 33, 101, 157, 140, 36, 43, 5, 3, 1, 57, 19, 9, 1, 0, 0, 21, 2, 4, 0, 0.307, 0.366, 0.407, 0.773, 0.342, 97.9
2000, SK, 34, 96, 143, 128, 27, 28, 5, 1, 1, 38, 10, 7, 3, 0, 0, 29, 2, 2, 0, 0.219, 0.291, 0.297, 0.588, 0.272, 53.7
