year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1994, 쌍방울, 23, 10, 11, 11, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.091, 0.091, 0.091, 0.182, 0.086, -63.7
1995, 쌍방울, 24, 8, 3, 3, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.667, 0.667, 0.667, 1.333, 0.623, 315.5
1996, 쌍방울, 25, 16, 11, 10, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0.100, 0.182, 0.100, 0.282, 0.150, -17.3
1997, 쌍방울, 26, 33, 27, 24, 6, 6, 1, 0, 3, 16, 5, 1, 0, 0, 0, 5, 0, 1, 0, 0.250, 0.308, 0.667, 0.974, 0.400, 152.7
1998, 쌍방울, 27, 97, 270, 241, 20, 57, 9, 2, 1, 73, 17, 4, 1, 2, 1, 34, 8, 8, 5, 0.237, 0.279, 0.303, 0.582, 0.257, 54.0
1999, 쌍방울, 28, 118, 380, 346, 29, 73, 8, 4, 4, 101, 36, 5, 3, 1, 1, 56, 4, 4, 4, 0.211, 0.263, 0.292, 0.555, 0.250, 36.3
2000, SK, 29, 94, 237, 212, 20, 52, 10, 0, 2, 68, 21, 2, 2, 2, 0, 30, 9, 6, 2, 0.245, 0.296, 0.321, 0.616, 0.276, 56.8
2001, SK|LG, 30, 94, 224, 196, 22, 38, 4, 1, 1, 47, 14, 4, 4, 1, 0, 35, 8, 7, 1, 0.194, 0.267, 0.240, 0.507, 0.240, 25.5
, SK, 30, 10, 16, 14, 1, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0.143, 0.250, 0.143, 0.393, 0.210, 7.6
, LG, 30, 84, 208, 182, 21, 36, 4, 1, 1, 45, 14, 4, 4, 1, 0, 32, 8, 7, 1, 0.198, 0.269, 0.247, 0.516, 0.242, 26.9
2002, LG, 31, 69, 120, 108, 13, 24, 2, 1, 2, 34, 7, 3, 0, 1, 0, 18, 1, 3, 0, 0.222, 0.282, 0.315, 0.597, 0.266, 55.5
2003, LG, 32, 57, 62, 56, 8, 10, 0, 1, 1, 15, 4, 0, 0, 0, 0, 8, 2, 2, 1, 0.179, 0.217, 0.268, 0.485, 0.213, 10.7
