year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1993, 빙그레, 23, 115, 337, 303, 27, 84, 14, 2, 1, 105, 21, 5, 6, 3, 0, 23, 4, 5, 4, 0.277, 0.328, 0.347, 0.675, 0.316, 102.9
1994, 한화, 24, 13, 23, 21, 1, 4, 0, 0, 0, 4, 2, 2, 0, 0, 0, 4, 0, 0, 0, 0.190, 0.261, 0.190, 0.451, 0.226, 35.6
1995, 한화|태평양, 25, 70, 193, 175, 23, 45, 13, 2, 0, 62, 17, 3, 2, 1, 0, 37, 1, 1, 3, 0.257, 0.307, 0.354, 0.662, 0.303, 93.0
, 한화, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
, 태평양, 25, 70, 193, 175, 23, 45, 13, 2, 0, 62, 17, 3, 2, 1, 0, 37, 1, 1, 3, 0.257, 0.307, 0.354, 0.662, 0.303, 93.0
1996, 현대, 26, 24, 39, 36, 4, 8, 2, 0, 1, 13, 2, 2, 1, 0, 0, 7, 0, 0, 0, 0.222, 0.282, 0.361, 0.643, 0.299, 87.0
1997, 현대, 27, 7, 12, 11, 2, 4, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.364, 0.417, 0.364, 0.780, 0.370, 132.4
