year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1982, 해태, 24, 26, 90, 73, 10, 16, 4, 1, 1, 25, 5, 2, 1, 1, 0, 11, 0, 4, 0, 0.219, 0.337, 0.342, 0.680, 0.308, 84.8
1983, 해태, 25, 37, 121, 107, 11, 26, 1, 0, 0, 27, 8, 1, 2, 6, 0, 14, 2, 3, 0, 0.243, 0.314, 0.252, 0.566, 0.272, 67.8
1984, 해태, 26, 7, 8, 8, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0.125, 0.125, 0.250, 0.375, 0.169, -8.2
1985, 해태, 27, 18, 11, 10, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.100, 0.182, 0.100, 0.282, 0.151, -24.3
1986, 해태, 28, 5, 6, 5, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.400, 0.500, 0.400, 0.900, 0.443, 194.8
1987, 빙그레, 29, 51, 77, 68, 10, 17, 2, 0, 1, 22, 2, 3, 2, 0, 0, 7, 1, 2, 0, 0.250, 0.320, 0.324, 0.644, 0.304, 83.8
1988, 빙그레, 30, 16, 21, 20, 1, 3, 0, 0, 0, 3, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0.150, 0.191, 0.150, 0.341, 0.171, -4.4
