year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1984, OB, 23, 0, 0, 4, 12, 8, 25, 0, 146.0, 49, 46, 581, 108, , 17, 43, 4, 3, 111, 1, 3, 2.84, 3.00, 1.03, 118.4
1985, OB, 24, 1, 0, 4, 5, 1, 6, 0, 110.1, 48, 41, 453, 114, , 13, 30, 0, 5, 44, 1, 2, 3.34, 3.90, 1.31, 106.6
1986, OB, 25, 0, 0, 10, 2, 4, 0, 0, 63.1, 28, 22, 281, 66, , 3, 30, 0, 1, 13, 0, 1, 3.13, 3.75, 1.52, 95.1
1987, OB, 26, 3, 2, 13, 7, 8, 2, 0, 105.0, 50, 46, 457, 124, , 5, 38, 1, 2, 41, 0, 1, 3.94, 3.42, 1.54, 87.2
1988, OB, 27, 0, 0, 1, 13, 3, 14, 0, 108.0, 28, 25, 439, 96, , 6, 38, 5, 2, 53, 1, 0, 2.08, 3.29, 1.24, 180.5
1989, OB, 28, 0, 0, 6, 2, 3, 1, 0, 54.0, 28, 28, 239, 60, , 8, 29, 2, 0, 12, 0, 1, 4.67, 5.58, 1.65, 78.4
1990, OB, 29, 0, 0, 0, 1, 0, 2, 0, 17.0, 13, 13, 74, 22, , 1, 7, 1, 0, 6, 0, 0, 6.88, 3.69, 1.71, 54.5
1991, 삼성, 30, 0, 0, 1, 1, 0, 0, 0, 29.0, 21, 21, 130, 38, , 5, 12, 0, 0, 13, 0, 0, 6.52, 5.28, 1.72, 62.3
