year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2016, 한화, 27, 11, 9, 8, 2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0.250, 0.333, 0.250, 0.583, 0.293, 56.3
2017, 한화, 28, 78, 212, 195, 29, 54, 12, 2, 7, 91, 26, 0, 0, 5, 0, 59, 3, 2, 0, 0.277, 0.329, 0.467, 0.795, 0.345, 97.2
