year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1997, OB, 24, 94, 196, 172, 25, 43, 7, 0, 6, 68, 34, 1, 1, 7, 0, 36, 4, 1, 1, 0.250, 0.333, 0.395, 0.729, 0.334, 107.1
1999, 두산, 26, 8, 13, 12, 2, 4, 0, 1, 0, 6, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0.333, 0.385, 0.500, 0.885, 0.390, 131.2
2000, 두산, 27, 21, 36, 36, 6, 12, 2, 0, 2, 20, 7, 0, 0, 0, 0, 5, 1, 0, 0, 0.333, 0.333, 0.556, 0.889, 0.386, 131.5
2001, 두산, 28, 29, 49, 44, 2, 10, 2, 0, 2, 18, 6, 0, 1, 0, 0, 12, 0, 1, 0, 0.227, 0.292, 0.409, 0.701, 0.309, 72.0
2002, 두산, 29, 13, 19, 16, 0, 2, 0, 0, 0, 2, 2, 0, 0, 0, 0, 6, 0, 0, 0, 0.125, 0.263, 0.125, 0.388, 0.208, 13.3
2003, 두산, 30, 71, 205, 188, 19, 43, 5, 1, 9, 77, 38, 0, 1, 5, 0, 36, 7, 0, 0, 0.229, 0.293, 0.410, 0.702, 0.315, 83.9
2004, 두산, 31, 28, 47, 42, 6, 7, 2, 0, 0, 9, 2, 0, 0, 3, 0, 8, 1, 0, 0, 0.167, 0.255, 0.214, 0.470, 0.236, 27.2
2005, 두산, 32, 114, 369, 322, 45, 88, 15, 0, 10, 133, 50, 12, 3, 13, 1, 54, 8, 1, 4, 0.273, 0.353, 0.413, 0.766, 0.352, 113.3
2006, 두산, 33, 34, 86, 76, 5, 15, 3, 0, 1, 21, 4, 1, 3, 2, 0, 15, 4, 1, 0, 0.197, 0.282, 0.276, 0.559, 0.269, 63.1
