year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2016, 두산, 22, 14, 19, 18, 0, 3, 1, 0, 0, 4, 3, 0, 0, 0, 0, 4, 0, 0, 0, 0.167, 0.211, 0.222, 0.433, 0.206, -0.1
2017, 두산, 23, 31, 44, 43, 5, 8, 1, 0, 2, 15, 4, 0, 0, 0, 0, 11, 0, 0, 0, 0.186, 0.205, 0.349, 0.553, 0.237, 33.0
2018, 두산, 24, 46, 109, 95, 16, 25, 7, 0, 1, 35, 10, 0, 0, 0, 0, 26, 0, 1, 1, 0.263, 0.343, 0.368, 0.711, 0.320, 83.0
2019, 두산, 25, 26, 70, 60, 6, 14, 2, 1, 2, 24, 7, 1, 1, 0, 0, 12, 2, 1, 1, 0.233, 0.319, 0.400, 0.719, 0.324, 98.4
2020, 두산, 26, 77, 110, 84, 15, 17, 5, 0, 1, 25, 13, 0, 0, 2, 0, 13, 3, 2, 1, 0.202, 0.370, 0.298, 0.668, 0.325, 90.7
2021, 두산, 27, 133, 418, 344, 51, 89, 15, 1, 8, 130, 46, 0, 2, 3, 0, 67, 10, 5, 4, 0.259, 0.373, 0.378, 0.751, 0.355, 113.3
2022, 두산, 28, 25, 109, 92, 12, 29, 2, 0, 1, 34, 12, 1, 0, 2, 1, 13, 1, 0, 0, 0.315, 0.422, 0.370, 0.792, 0.378, 144.5
