year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, 두산, 22, 0, 0, 0, 1, 3, 0, 6, 51.1, 27, 25, 217, 47, , 3, 20, 0, 4, 40, 1, 0, 4.38, 3.36, 1.31, 94.9
2005, 두산, 24, 0, 0, 0, 0, 1, 0, 0, 9.0, 4, 4, 39, 8, , 2, 3, 0, 1, 7, 0, 0, 4.00, 5.68, 1.22, 103.5
2006, 두산, 25, 0, 0, 1, 6, 5, 0, 10, 79.2, 41, 35, 343, 82, , 4, 36, 3, 2, 68, 0, 8, 3.95, 2.97, 1.48, 90.5
2007, 두산, 26, 0, 0, 8, 2, 6, 0, 8, 83.1, 45, 42, 376, 93, , 12, 32, 1, 4, 36, 1, 7, 4.54, 5.10, 1.50, 85.3
2010, 두산, 29, 0, 0, 0, 0, 1, 0, 2, 40.1, 20, 19, 165, 38, , 6, 10, 0, 2, 26, 0, 1, 4.24, 4.82, 1.19, 107.3
2011, 두산, 30, 0, 0, 11, 3, 3, 0, 0, 65.1, 39, 34, 282, 61, , 7, 33, 1, 6, 53, 0, 5, 4.68, 4.71, 1.44, 87.5
2012, 두산, 31, 0, 0, 19, 6, 7, 0, 0, 120.1, 62, 54, 497, 109, , 9, 38, 3, 4, 62, 1, 3, 4.04, 4.02, 1.22, 94.7
2013, 롯데, 32, 0, 0, 2, 4, 7, 2, 8, 73.0, 49, 43, 338, 92, , 6, 29, 0, 3, 54, 0, 4, 5.30, 4.25, 1.66, 82.4
2014, 롯데, 33, 0, 0, 0, 1, 2, 20, 4, 56.0, 19, 19, 229, 47, 2, 4, 18, 0, 3, 40, 0, 1, 3.05, 4.48, 1.16, 178.5
2015, 롯데, 34, 0, 0, 7, 7, 3, 2, 2, 75.0, 52, 52, 343, 96, 1, 13, 28, 3, 4, 50, 0, 2, 6.24, 5.70, 1.65, 80.8
2016, SK, 35, 0, 0, 0, 1, 1, 0, 4, 24.1, 16, 16, 105, 29, 1, 4, 9, 1, 0, 19, 0, 2, 5.92, 5.35, 1.56, 88.2
2017, 두산, 36, 0, 0, 0, 7, 4, 0, 11, 69.0, 38, 38, 304, 86, 3, 6, 17, 2, 6, 41, 0, 3, 4.96, 4.59, 1.49, 97.1
2018, 두산, 37, 0, 0, 0, 3, 4, 3, 11, 54.2, 26, 21, 242, 54, 0, 6, 23, 1, 5, 34, 0, 3, 3.46, 5.50, 1.41, 146.2
2019, 두산, 38, 0, 0, 0, 3, 3, 3, 7, 58.2, 24, 20, 250, 57, 3, 1, 16, 1, 2, 46, 0, 5, 3.07, 2.93, 1.24, 133.2
