year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1997, 해태, 23, 24, 37, 33, 4, 8, 1, 0, 0, 9, 2, 0, 0, 1, 0, 6, 1, 0, 0, 0.242, 0.324, 0.273, 0.597, 0.289, 76.7
1999, 해태, 25, 1, 4, 4, 1, 2, 1, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0.500, 0.500, 0.750, 1.250, 0.544, 229.8
