year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2007, 두산, 23, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, , , , , , 
2011, 넥센, 27, 79, 191, 166, 13, 37, 6, 1, 0, 45, 15, 2, 2, 2, 0, 43, 6, 9, 3, 0.223, 0.275, 0.271, 0.546, 0.250, 41.8
2012, 넥센, 28, 94, 237, 210, 11, 41, 11, 0, 1, 55, 14, 0, 0, 7, 0, 62, 5, 5, 0, 0.195, 0.272, 0.262, 0.534, 0.256, 52.5
2013, 넥센, 29, 116, 323, 260, 29, 56, 12, 1, 1, 73, 19, 0, 2, 14, 0, 86, 7, 20, 0, 0.215, 0.327, 0.281, 0.608, 0.284, 61.2
2014, 넥센, 30, 93, 220, 182, 18, 40, 8, 0, 2, 54, 12, 0, 0, 8, 0, 52, 6, 9, 1, 0.220, 0.322, 0.297, 0.619, 0.287, 52.6
2015, 한화, 31, 61, 106, 91, 8, 16, 7, 0, 1, 26, 6, 0, 0, 5, 0, 29, 3, 3, 0, 0.176, 0.272, 0.286, 0.558, 0.257, 35.9
2016, 한화, 32, 48, 93, 78, 9, 17, 8, 0, 0, 25, 12, 0, 0, 5, 0, 21, 2, 4, 0, 0.218, 0.315, 0.321, 0.635, 0.291, 55.3
2017, 한화, 33, 30, 49, 40, 4, 9, 3, 0, 1, 15, 4, 0, 0, 2, 0, 10, 2, 3, 0, 0.225, 0.326, 0.375, 0.701, 0.301, 67.5
2018, SK, 34, 23, 24, 22, 4, 6, 0, 0, 1, 9, 1, 0, 0, 1, 0, 8, 1, 0, 0, 0.273, 0.333, 0.409, 0.742, 0.331, 83.6
2019, SK, 35, 56, 93, 79, 3, 10, 3, 0, 1, 16, 6, 0, 1, 3, 0, 18, 3, 4, 2, 0.127, 0.202, 0.203, 0.405, 0.189, 1.0
2020, KT, 36, 52, 62, 53, 2, 14, 1, 0, 0, 15, 5, 0, 0, 2, 0, 15, 2, 1, 0, 0.264, 0.361, 0.283, 0.644, 0.314, 78.3
2021, KT, 37, 62, 125, 105, 8, 29, 6, 0, 2, 41, 21, 0, 0, 2, 0, 28, 3, 10, 0, 0.276, 0.339, 0.390, 0.730, 0.317, 82.1
2022, LG, 38, 14, 16, 15, 1, 4, 2, 0, 0, 6, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0.267, 0.267, 0.400, 0.667, 0.286, 84.2
