year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2011, SK, 28, 27, 53, 50, 4, 11, 2, 0, 0, 13, 3, 1, 0, 0, 0, 10, 0, 1, 0, 0.220, 0.250, 0.260, 0.510, 0.240, 34.4
2014, SK, 31, 5, 7, 6, 1, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 1, 0.333, 0.286, 0.333, 0.619, 0.268, 46.3
2015, SK, 32, 18, 19, 17, 2, 5, 1, 0, 0, 6, 3, 0, 0, 0, 0, 3, 0, 0, 0, 0.294, 0.368, 0.353, 0.721, 0.341, 98.5
