year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2000, 삼성, 23, 47, 68, 60, 19, 16, 4, 0, 2, 26, 5, 0, 0, 1, 0, 21, 1, 1, 0, 0.267, 0.343, 0.433, 0.777, 0.344, 102.1
2001, 삼성, 24, 84, 249, 217, 30, 57, 8, 3, 5, 86, 36, 0, 2, 2, 0, 48, 10, 8, 2, 0.263, 0.328, 0.396, 0.724, 0.321, 81.5
2002, 삼성, 25, 119, 372, 316, 49, 74, 12, 2, 9, 117, 36, 3, 0, 6, 0, 79, 9, 13, 2, 0.234, 0.320, 0.370, 0.691, 0.302, 81.9
2003, 삼성, 26, 81, 207, 177, 24, 42, 12, 0, 1, 57, 20, 0, 0, 2, 0, 33, 6, 4, 3, 0.237, 0.320, 0.322, 0.642, 0.295, 70.9
2004, 삼성, 27, 29, 40, 33, 3, 4, 0, 0, 0, 4, 3, 0, 1, 0, 0, 9, 0, 1, 0, 0.121, 0.256, 0.121, 0.378, 0.204, 8.1
2005, 삼성, 28, 26, 44, 38, 5, 7, 1, 0, 1, 11, 7, 1, 0, 0, 0, 15, 2, 1, 1, 0.184, 0.256, 0.289, 0.545, 0.249, 42.9
2006, 삼성, 29, 43, 100, 91, 8, 15, 1, 0, 0, 16, 2, 1, 0, 0, 0, 18, 4, 5, 0, 0.165, 0.200, 0.176, 0.376, 0.175, -3.6
2007, 삼성, 30, 46, 84, 76, 7, 17, 3, 1, 0, 22, 5, 1, 0, 0, 0, 19, 5, 2, 2, 0.224, 0.256, 0.289, 0.546, 0.249, 42.8
2008, SK, 31, 25, 60, 50, 3, 12, 4, 0, 1, 19, 6, 1, 1, 0, 0, 10, 0, 1, 0, 0.240, 0.356, 0.380, 0.736, 0.345, 106.7
2009, SK, 32, 45, 67, 60, 4, 19, 4, 0, 1, 26, 9, 2, 1, 0, 0, 11, 6, 2, 0, 0.317, 0.369, 0.433, 0.803, 0.355, 103.4
2010, SK, 33, 44, 104, 92, 15, 28, 9, 0, 1, 40, 10, 0, 2, 1, 0, 18, 2, 4, 0, 0.304, 0.360, 0.435, 0.795, 0.351, 106.4
2011, SK, 34, 9, 11, 9, 1, 2, 1, 0, 0, 3, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0.222, 0.364, 0.333, 0.697, 0.340, 103.4
