year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2003, 두산, 19, 0, 0, 4, 3, 1, 0, 0, 19.2, 9, 9, 79, 12, , 2, 12, 0, 2, 8, 0, 0, 4.12, 5.40, 1.22, 101.0
2004, 두산, 20, 0, 0, 10, 2, 2, 0, 0, 49.2, 41, 38, 244, 65, , 11, 31, 0, 2, 35, 0, 3, 6.89, 6.41, 1.93, 60.8
2007, 두산, 23, 0, 0, 2, 1, 2, 0, 1, 44.1, 25, 23, 199, 45, , 2, 25, 0, 3, 21, 0, 2, 4.67, 4.37, 1.58, 82.9
2008, 두산, 24, 0, 0, 0, 0, 1, 0, 0, 8.2, 8, 6, 43, 12, , 0, 5, 0, 1, 7, 0, 0, 6.23, 3.61, 1.96, 65.7
2009, 두산, 25, 0, 0, 3, 0, 2, 0, 0, 24.0, 14, 12, 107, 18, , 4, 19, 0, 2, 11, 0, 1, 4.50, 7.06, 1.54, 105.6
2010, 두산, 26, 0, 0, 0, 0, 0, 0, 0, 9.1, 14, 14, 47, 17, , 1, 1, 0, 1, 8, 0, 1, 13.50, 3.61, 1.93, 33.7
2011, 두산, 27, 0, 0, 1, 5, 2, 3, 3, 62.2, 39, 36, 290, 71, , 3, 36, 4, 2, 53, 1, 6, 5.17, 3.75, 1.71, 79.2
2012, 두산, 28, 2, 2, 18, 12, 6, 0, 7, 146.0, 46, 41, 608, 106, , 6, 69, 1, 8, 133, 0, 9, 2.53, 3.38, 1.20, 151.4
2013, 두산, 29, 0, 0, 30, 10, 10, 0, 0, 180.1, 88, 77, 765, 171, , 16, 75, 0, 6, 153, 1, 8, 3.84, 4.15, 1.36, 110.7
2014, 두산, 30, 0, 0, 19, 3, 15, 0, 0, 109.2, 117, 110, 530, 147, 4, 14, 69, 0, 1, 74, 0, 8, 9.03, 6.08, 1.97, 54.8
2015, 두산, 31, 0, 0, 0, 1, 4, 4, 0, 58.1, 33, 29, 267, 57, 1, 6, 37, 1, 5, 41, 0, 8, 4.47, 5.66, 1.61, 104.8
2016, 두산|롯데, 32, 0, 0, 20, 3, 12, 0, 0, 94.2, 79, 72, 454, 128, 5, 13, 48, 0, 5, 52, 0, 10, 6.85, 6.16, 1.86, 76.2
, 롯데, 32, 0, 0, 17, 3, 10, 0, 0, 85.0, 67, 60, 395, 101, 4, 12, 43, 0, 5, 44, 0, 9, 6.35, 6.29, 1.69, 82.3
, 두산, 32, 0, 0, 3, 0, 2, 0, 0, 9.2, 12, 12, 59, 27, 1, 1, 5, 0, 0, 8, 0, 1, 11.17, 5.03, 3.31, 45.8
2017, 롯데, 33, 0, 0, 2, 0, 2, 0, 0, 14.2, 19, 19, 76, 25, 0, 4, 8, 0, 1, 8, 0, 1, 11.66, 8.03, 2.25, 43.2
2018, 롯데, 34, 0, 0, 19, 9, 6, 0, 0, 132.1, 65, 60, 547, 127, 3, 18, 30, 1, 4, 89, 0, 1, 4.08, 5.00, 1.19, 127.8
2020, 롯데, 36, 1, 0, 24, 5, 10, 0, 0, 133.0, 76, 72, 574, 139, 1, 19, 40, 2, 3, 77, 0, 3, 4.87, 5.18, 1.35, 100.0
2021, 롯데, 37, 0, 0, 11, 3, 5, 0, 0, 56.1, 50, 46, 269, 79, 1, 11, 24, 0, 4, 35, 0, 3, 7.35, 6.12, 1.83, 61.8
2022, SSG, 38, 0, 0, 5, 3, 2, 0, 0, 24.0, 7, 7, 98, 20, 0, 0, 7, 0, 1, 16, 0, 0, 2.63, 2.88, 1.13, 143.8
