year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2015, kt, 20, 66, 68, 65, 8, 6, 1, 0, 1, 10, 2, 3, 0, 1, 0, 23, 1, 1, 0, 0.092, 0.119, 0.154, 0.273, 0.124, -50.4
2018, KT, 23, 14, 5, 5, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.184, -11.1
2019, KT, 24, 66, 84, 74, 15, 15, 4, 0, 0, 19, 6, 0, 2, 1, 0, 23, 2, 2, 0, 0.203, 0.281, 0.257, 0.537, 0.256, 46.5
2020, KT, 25, 144, 615, 533, 88, 154, 25, 3, 13, 224, 65, 22, 13, 5, 0, 142, 9, 5, 4, 0.289, 0.372, 0.420, 0.792, 0.362, 110.3
2021, KT, 26, 144, 595, 510, 85, 132, 23, 1, 12, 193, 68, 19, 7, 12, 2, 132, 9, 3, 5, 0.259, 0.353, 0.378, 0.732, 0.345, 101.1
2022, KT, 27, 37, 129, 113, 10, 25, 4, 0, 0, 29, 5, 5, 1, 1, 0, 22, 0, 2, 0, 0.221, 0.307, 0.257, 0.564, 0.272, 68.5
