year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2008, SK, 21, 6, 13, 12, 2, 3, 0, 0, 0, 3, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0.250, 0.308, 0.250, 0.558, 0.276, 59.4
2009, SK, 22, 4, 5, 5, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.187, -11.7
2010, SK, 23, 4, 5, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.250, 0.400, 0.250, 0.650, 0.341, 99.5
2013, SK, 26, 26, 114, 100, 21, 34, 3, 2, 1, 44, 11, 6, 4, 0, 0, 22, 1, 4, 1, 0.340, 0.391, 0.440, 0.831, 0.375, 122.5
2014, SK, 27, 83, 314, 285, 54, 105, 13, 2, 4, 134, 28, 8, 6, 1, 0, 47, 7, 7, 0, 0.368, 0.414, 0.470, 0.884, 0.396, 127.9
2015, SK, 28, 137, 582, 521, 88, 164, 30, 2, 3, 207, 35, 22, 10, 11, 0, 86, 7, 11, 4, 0.315, 0.368, 0.397, 0.765, 0.347, 102.3
2016, SK, 29, 99, 326, 287, 29, 78, 7, 4, 1, 96, 22, 14, 8, 4, 0, 37, 3, 10, 2, 0.272, 0.332, 0.334, 0.667, 0.306, 66.5
2017, KIA, 30, 115, 512, 464, 79, 154, 24, 4, 9, 213, 63, 8, 7, 3, 0, 57, 2, 14, 3, 0.332, 0.372, 0.459, 0.831, 0.361, 108.6
2018, KIA, 31, 120, 502, 447, 88, 135, 28, 6, 4, 187, 42, 12, 5, 3, 3, 64, 5, 11, 1, 0.302, 0.363, 0.418, 0.781, 0.340, 95.0
2019, KIA|NC, 32, 139, 547, 484, 62, 142, 17, 3, 2, 171, 35, 14, 4, 4, 2, 66, 12, 7, 4, 0.293, 0.359, 0.353, 0.713, 0.332, 97.8
, NC, 32, 59, 245, 219, 25, 67, 7, 1, 1, 79, 15, 10, 1, 0, 1, 25, 8, 4, 2, 0.306, 0.361, 0.361, 0.722, 0.334, 98.9
, KIA, 32, 80, 302, 265, 37, 75, 10, 2, 1, 92, 20, 4, 3, 4, 1, 41, 4, 3, 2, 0.283, 0.358, 0.347, 0.705, 0.331, 97.0
2020, NC, 33, 136, 540, 477, 82, 146, 18, 3, 2, 176, 45, 12, 7, 4, 0, 78, 6, 5, 4, 0.306, 0.374, 0.369, 0.743, 0.347, 101.8
2021, NC, 34, 56, 232, 191, 30, 56, 12, 0, 2, 74, 14, 5, 3, 1, 0, 27, 2, 3, 0, 0.293, 0.411, 0.387, 0.798, 0.381, 126.6
2022, NC, 35, 10, 40, 37, 5, 10, 4, 0, 0, 14, 3, 0, 0, 1, 0, 7, 1, 1, 0, 0.270, 0.308, 0.378, 0.686, 0.312, 99.0
