year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1991, 빙그레, 23, 3, 4, 4, 1, 2, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0.500, 0.500, 0.500, 1.000, 0.475, 199.5
1993, 빙그레, 25, 20, 60, 55, 5, 17, 2, 0, 0, 19, 6, 0, 3, 0, 0, 12, 2, 0, 0, 0.309, 0.367, 0.345, 0.712, 0.342, 122.0
1994, 한화, 26, 29, 68, 56, 4, 13, 1, 0, 0, 14, 4, 1, 0, 3, 1, 12, 2, 1, 1, 0.232, 0.343, 0.250, 0.593, 0.286, 77.2
1995, 한화, 27, 8, 10, 10, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.187, 11.8
