year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1985, 해태, 22, 1, 0, 3, 7, 4, 8, 0, 111.0, 30, 21, 424, 74, , 2, 20, 4, 3, 103, 0, 3, 1.70, 1.11, 0.85, 205.0
1986, 해태, 23, 19, 8, 22, 24, 6, 6, 0, 262.2, 38, 29, 972, 153, , 2, 52, 5, 7, 214, 2, 3, 0.99, 1.16, 0.78, 307.1
1987, 해태, 24, 7, 4, 11, 14, 2, 6, 0, 162.0, 21, 16, 604, 89, , 2, 47, 1, 3, 144, 1, 1, 0.89, 1.76, 0.84, 392.4
1988, 해태, 25, 9, 1, 12, 16, 5, 10, 0, 178.1, 29, 24, 674, 116, , 3, 35, 0, 7, 200, 1, 0, 1.21, 1.26, 0.85, 316.2
1989, 해태, 26, 8, 6, 12, 21, 3, 8, 0, 169.0, 27, 22, 618, 82, , 2, 48, 0, 7, 198, 1, 4, 1.17, 1.39, 0.77, 312.8
1990, 해태, 27, 8, 6, 16, 22, 6, 4, 0, 190.1, 35, 24, 724, 121, , 1, 50, 1, 8, 189, 0, 5, 1.13, 1.55, 0.90, 335.8
1991, 해태, 28, 12, 3, 22, 19, 4, 6, 0, 203.0, 42, 35, 761, 135, , 8, 25, 0, 8, 210, 1, 1, 1.55, 1.62, 0.79, 255.9
1992, 해태, 29, 1, 1, 2, 2, 0, 8, 0, 32.2, 1, 1, 119, 20, , 0, 10, 0, 2, 42, 0, 1, 0.28, 1.31, 0.92, 1568.5
1993, 해태, 30, 0, 0, 1, 10, 3, 31, 0, 126.1, 11, 11, 433, 48, , 2, 20, 0, 6, 164, 0, 0, 0.78, 0.69, 0.54, 423.6
1994, 해태, 31, 3, 0, 8, 6, 4, 12, 0, 102.1, 31, 31, 404, 81, , 5, 21, 0, 8, 94, 2, 3, 2.73, 2.46, 1.00, 140.7
1995, 해태, 32, 0, 0, 0, 5, 3, 33, 0, 109.1, 9, 6, 381, 49, , 1, 14, 3, 3, 140, 0, 6, 0.49, 0.75, 0.58, 763.4
