year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1995, 삼성, 23, 109, 311, 281, 32, 70, 11, 5, 3, 100, 32, 10, 5, 6, 0, 61, 3, 6, 2, 0.249, 0.302, 0.356, 0.658, 0.298, 89.7
1996, 삼성, 24, 115, 362, 320, 31, 73, 12, 2, 2, 95, 28, 40, 11, 4, 0, 76, 6, 2, 4, 0.228, 0.303, 0.297, 0.600, 0.284, 77.5
1997, 삼성, 25, 30, 19, 17, 7, 3, 1, 0, 1, 7, 2, 1, 0, 0, 0, 5, 1, 0, 1, 0.176, 0.211, 0.412, 0.622, 0.264, 60.1
1998, 삼성, 26, 72, 111, 100, 8, 25, 2, 0, 0, 27, 5, 9, 5, 3, 0, 25, 2, 3, 0, 0.250, 0.306, 0.270, 0.576, 0.266, 61.8
2001, 삼성, 29, 70, 153, 138, 18, 36, 5, 1, 1, 46, 9, 6, 4, 1, 0, 38, 1, 3, 1, 0.261, 0.313, 0.333, 0.647, 0.298, 66.3
2002, 삼성, 30, 83, 106, 92, 17, 19, 1, 0, 2, 26, 10, 5, 1, 0, 0, 26, 0, 4, 2, 0.207, 0.265, 0.283, 0.547, 0.241, 40.3
2003, 삼성, 31, 85, 183, 161, 23, 32, 7, 1, 0, 41, 10, 2, 2, 2, 0, 35, 4, 9, 1, 0.199, 0.253, 0.255, 0.508, 0.228, 24.8
2004, 삼성, 32, 64, 75, 64, 12, 12, 2, 0, 0, 14, 3, 2, 3, 0, 0, 21, 1, 6, 0, 0.188, 0.246, 0.219, 0.465, 0.209, 12.0
2005, 삼성, 33, 103, 266, 231, 22, 57, 7, 0, 1, 67, 23, 8, 8, 5, 0, 59, 6, 12, 1, 0.247, 0.311, 0.290, 0.601, 0.276, 61.2
2006, 삼성, 34, 115, 189, 171, 35, 36, 6, 1, 0, 44, 11, 9, 3, 0, 0, 42, 5, 5, 0, 0.211, 0.266, 0.257, 0.524, 0.246, 47.4
2007, 삼성, 35, 116, 378, 314, 39, 73, 12, 0, 2, 91, 22, 17, 7, 6, 0, 68, 6, 21, 3, 0.232, 0.317, 0.290, 0.606, 0.279, 63.7
2008, 삼성, 36, 99, 219, 187, 19, 43, 4, 3, 1, 56, 11, 6, 3, 6, 1, 29, 11, 5, 1, 0.230, 0.322, 0.299, 0.622, 0.295, 72.8
2009, 삼성, 37, 63, 65, 52, 7, 11, 2, 0, 1, 16, 4, 4, 2, 0, 0, 16, 0, 2, 0, 0.212, 0.349, 0.308, 0.657, 0.308, 72.1
