year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1986, OB, 24, 17, 54, 52, 3, 9, 1, 2, 0, 14, 1, 0, 2, 0, 0, 2, 2, 0, 0, 0.173, 0.204, 0.269, 0.473, 0.223, 31.0
1987, OB, 25, 34, 100, 89, 8, 28, 4, 2, 0, 36, 7, 2, 2, 1, 0, 9, 1, 3, 0, 0.315, 0.371, 0.404, 0.776, 0.358, 122.2
1988, OB, 26, 67, 163, 146, 18, 35, 5, 2, 4, 56, 20, 0, 1, 1, 0, 19, 3, 2, 2, 0.240, 0.294, 0.384, 0.677, 0.306, 85.5
1989, OB, 27, 107, 382, 326, 54, 97, 12, 2, 0, 113, 26, 25, 14, 9, 0, 32, 3, 17, 0, 0.298, 0.373, 0.347, 0.719, 0.337, 106.2
1990, OB, 28, 106, 379, 342, 37, 85, 9, 2, 3, 107, 24, 13, 8, 2, 0, 35, 5, 9, 2, 0.249, 0.300, 0.313, 0.613, 0.288, 70.3
1991, OB, 29, 120, 470, 430, 60, 126, 17, 4, 5, 166, 39, 19, 12, 6, 2, 40, 2, 6, 0, 0.293, 0.345, 0.386, 0.731, 0.338, 106.3
1992, 해태, 30, 92, 263, 238, 39, 57, 11, 3, 2, 80, 28, 11, 5, 2, 0, 16, 6, 1, 2, 0.240, 0.302, 0.336, 0.638, 0.297, 73.0
1993, 쌍방울, 31, 113, 366, 331, 28, 75, 14, 3, 0, 95, 26, 14, 6, 7, 0, 46, 3, 6, 0, 0.227, 0.289, 0.287, 0.576, 0.274, 72.4
1994, 쌍방울, 32, 108, 391, 340, 44, 103, 15, 1, 3, 129, 36, 43, 15, 7, 2, 25, 2, 11, 1, 0.303, 0.374, 0.379, 0.753, 0.344, 117.9
1995, 쌍방울, 33, 107, 371, 332, 39, 73, 11, 3, 2, 96, 20, 20, 6, 3, 0, 40, 4, 17, 1, 0.220, 0.266, 0.289, 0.555, 0.248, 54.9
1996, 쌍방울, 34, 52, 153, 139, 15, 48, 7, 1, 4, 69, 20, 1, 0, 2, 1, 17, 2, 3, 0, 0.345, 0.393, 0.496, 0.890, 0.399, 157.4
1997, 쌍방울, 35, 93, 188, 155, 23, 29, 4, 2, 5, 52, 19, 6, 2, 4, 2, 21, 6, 9, 0, 0.187, 0.296, 0.335, 0.632, 0.276, 67.3
