year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2011, 롯데, 20, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000, 0.000, 0.000, 0.000, 0.000, -125.1
2014, 롯데, 23, 57, 50, 45, 10, 11, 3, 0, 1, 17, 5, 2, 1, 0, 0, 18, 0, 0, 0, 0.244, 0.320, 0.378, 0.698, 0.319, 75.2
2015, 롯데, 24, 122, 353, 327, 57, 90, 18, 1, 8, 134, 43, 15, 4, 4, 0, 100, 9, 4, 1, 0.275, 0.318, 0.410, 0.728, 0.324, 84.1
2017, 롯데|kt, 26, 135, 410, 374, 53, 106, 29, 1, 9, 164, 42, 15, 9, 6, 0, 93, 7, 8, 6, 0.283, 0.318, 0.439, 0.757, 0.326, 82.8
, 롯데, 26, 13, 26, 19, 5, 2, 0, 0, 1, 5, 4, 4, 1, 3, 0, 8, 1, 0, 0, 0.105, 0.346, 0.263, 0.609, 0.308, 72.4
, kt, 26, 122, 384, 355, 48, 104, 29, 1, 8, 159, 38, 11, 8, 3, 0, 85, 6, 8, 6, 0.293, 0.317, 0.448, 0.764, 0.327, 83.4
2018, KT, 27, 128, 374, 342, 55, 87, 17, 2, 12, 144, 39, 13, 8, 4, 0, 92, 7, 3, 1, 0.254, 0.310, 0.421, 0.731, 0.317, 76.5
2019, KT, 28, 122, 391, 351, 63, 88, 16, 1, 6, 124, 35, 19, 2, 4, 0, 78, 8, 3, 2, 0.251, 0.317, 0.353, 0.670, 0.312, 85.7
2020, KT|SK, 29, 94, 258, 234, 36, 64, 12, 1, 5, 93, 35, 15, 6, 7, 0, 47, 6, 4, 0, 0.274, 0.331, 0.397, 0.728, 0.330, 89.5
, SK, 29, 54, 203, 184, 29, 53, 11, 0, 5, 79, 30, 14, 6, 3, 0, 31, 4, 4, 0, 0.288, 0.342, 0.429, 0.771, 0.345, 99.2
, KT, 29, 40, 55, 50, 7, 11, 1, 1, 0, 14, 5, 1, 0, 4, 0, 16, 2, 0, 0, 0.220, 0.291, 0.280, 0.571, 0.275, 54.0
2021, SSG, 30, 122, 253, 235, 47, 63, 10, 0, 9, 100, 35, 9, 4, 2, 0, 52, 4, 1, 1, 0.268, 0.314, 0.426, 0.739, 0.339, 97.0
2022, SSG, 31, 37, 92, 87, 15, 17, 8, 0, 0, 25, 7, 3, 0, 1, 0, 22, 0, 1, 1, 0.195, 0.220, 0.287, 0.507, 0.232, 40.4
