year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2001, 해태/KIA, 19, 65, 109, 94, 15, 27, 6, 0, 1, 36, 7, 1, 2, 0, 0, 28, 2, 3, 2, 0.287, 0.349, 0.383, 0.732, 0.330, 87.1
2002, KIA, 20, 107, 323, 274, 45, 72, 16, 1, 1, 93, 33, 11, 4, 2, 0, 66, 1, 1, 1, 0.263, 0.370, 0.339, 0.709, 0.331, 101.5
2003, KIA, 21, 125, 388, 329, 36, 85, 12, 4, 4, 117, 46, 7, 7, 3, 1, 58, 2, 14, 4, 0.258, 0.337, 0.356, 0.693, 0.308, 79.6
2004, KIA, 22, 114, 220, 189, 20, 46, 6, 2, 3, 65, 25, 6, 2, 1, 2, 39, 6, 5, 4, 0.243, 0.316, 0.344, 0.660, 0.298, 71.9
2005, KIA, 23, 78, 202, 188, 23, 51, 10, 1, 5, 78, 19, 2, 2, 2, 0, 38, 1, 4, 0, 0.271, 0.308, 0.415, 0.723, 0.323, 93.2
2006, KIA, 24, 73, 114, 100, 14, 18, 5, 0, 0, 23, 8, 1, 1, 3, 1, 24, 1, 2, 0, 0.180, 0.268, 0.230, 0.498, 0.239, 42.2
2008, KIA, 26, 8, 20, 20, 0, 4, 0, 0, 0, 4, 2, 0, 0, 0, 0, 5, 0, 0, 0, 0.200, 0.200, 0.200, 0.400, 0.191, 1.2
2009, KIA, 27, 2, 2, 2, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.500, 0.500, 0.500, 1.000, 0.468, 180.8
2010, 한화, 28, 50, 184, 158, 19, 40, 7, 2, 0, 51, 11, 8, 4, 0, 1, 29, 2, 2, 1, 0.253, 0.346, 0.323, 0.669, 0.315, 82.3
2011, 한화, 29, 81, 204, 173, 22, 42, 4, 0, 2, 52, 15, 5, 5, 1, 0, 39, 3, 4, 1, 0.243, 0.340, 0.301, 0.641, 0.308, 81.7
2012, 한화, 30, 110, 313, 268, 25, 65, 14, 2, 4, 95, 31, 7, 4, 1, 2, 73, 1, 4, 1, 0.243, 0.340, 0.354, 0.694, 0.326, 101.2
2013, 한화, 31, 70, 249, 214, 24, 59, 14, 1, 1, 78, 24, 2, 5, 3, 0, 53, 5, 1, 5, 0.276, 0.355, 0.364, 0.719, 0.341, 99.1
2014, 한화, 32, 89, 355, 300, 43, 94, 16, 3, 8, 140, 52, 1, 3, 4, 0, 42, 8, 7, 4, 0.313, 0.397, 0.467, 0.863, 0.382, 110.4
2015, 한화, 33, 107, 437, 377, 58, 127, 21, 1, 16, 198, 78, 1, 3, 2, 3, 89, 9, 5, 3, 0.337, 0.414, 0.525, 0.940, 0.411, 136.4
2016, 한화, 34, 66, 217, 182, 23, 48, 6, 1, 5, 71, 25, 3, 0, 2, 0, 46, 7, 2, 3, 0.264, 0.363, 0.390, 0.753, 0.346, 90.0
2017, 한화, 35, 38, 118, 105, 17, 26, 7, 0, 5, 48, 17, 1, 0, 1, 0, 27, 1, 0, 0, 0.248, 0.331, 0.457, 0.788, 0.346, 96.7
