year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1992, 삼성, 20, 9, 9, 9, 2, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0.111, 0.111, 0.111, 0.222, 0.105, -53.3
1993, 삼성, 21, 7, 5, 4, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0.250, 0.250, 0.250, 0.500, 0.191, 13.0
1995, 삼성, 23, 18, 15, 15, 5, 4, 1, 0, 0, 5, 1, 1, 0, 0, 0, 4, 0, 0, 0, 0.267, 0.267, 0.333, 0.600, 0.275, 74.2
1996, 삼성, 24, 28, 39, 34, 7, 7, 0, 0, 0, 7, 1, 3, 3, 0, 0, 7, 1, 0, 0, 0.206, 0.308, 0.206, 0.514, 0.260, 60.6
1997, 한화, 25, 116, 378, 322, 43, 76, 10, 3, 6, 110, 25, 21, 5, 6, 0, 51, 4, 20, 4, 0.236, 0.302, 0.342, 0.643, 0.282, 71.3
1998, 한화, 26, 61, 156, 147, 12, 32, 9, 0, 1, 44, 13, 8, 0, 1, 1, 31, 1, 5, 0, 0.218, 0.238, 0.299, 0.538, 0.233, 39.1
1999, 한화|두산, 27, 63, 72, 65, 15, 15, 3, 1, 3, 29, 12, 2, 1, 1, 0, 13, 2, 3, 0, 0.231, 0.275, 0.446, 0.722, 0.296, 66.8
, 두산, 27, 52, 61, 56, 13, 15, 3, 1, 3, 29, 11, 2, 1, 1, 0, 10, 2, 2, 0, 0.268, 0.305, 0.518, 0.823, 0.337, 94.9
, 한화, 27, 11, 11, 9, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 1, 0, 0.000, 0.100, 0.000, 0.100, 0.066, -80.5
2000, 두산, 28, 95, 90, 81, 16, 19, 0, 1, 0, 21, 3, 4, 2, 1, 0, 20, 0, 1, 0, 0.235, 0.303, 0.259, 0.563, 0.268, 49.5
2001, 두산, 29, 97, 220, 191, 27, 51, 9, 3, 0, 66, 21, 9, 3, 2, 0, 30, 3, 6, 0, 0.267, 0.346, 0.346, 0.691, 0.319, 79.4
2002, 두산, 30, 125, 290, 268, 39, 66, 12, 2, 5, 97, 26, 10, 3, 4, 1, 43, 6, 2, 2, 0.246, 0.292, 0.362, 0.654, 0.290, 72.2
2003, 두산, 31, 125, 436, 386, 58, 101, 15, 4, 1, 127, 29, 7, 6, 14, 0, 56, 4, 4, 2, 0.262, 0.336, 0.329, 0.665, 0.310, 80.4
2004, 두산, 32, 128, 542, 486, 76, 133, 18, 2, 5, 170, 42, 15, 7, 8, 1, 61, 2, 10, 4, 0.274, 0.329, 0.350, 0.679, 0.313, 81.2
2005, 두산, 33, 92, 355, 311, 44, 75, 15, 1, 1, 95, 25, 3, 3, 2, 0, 57, 5, 10, 0, 0.241, 0.316, 0.305, 0.621, 0.289, 69.2
2006, 두산, 34, 98, 167, 154, 24, 29, 2, 3, 0, 37, 11, 16, 1, 2, 0, 32, 2, 3, 0, 0.188, 0.238, 0.240, 0.478, 0.226, 32.2
2007, 두산, 35, 75, 97, 86, 19, 16, 5, 0, 0, 21, 5, 9, 5, 2, 0, 13, 2, 1, 0, 0.186, 0.271, 0.244, 0.515, 0.251, 43.8
2008, 두산, 36, 59, 79, 71, 11, 14, 0, 1, 1, 19, 7, 3, 3, 0, 0, 15, 2, 1, 0, 0.197, 0.269, 0.268, 0.537, 0.257, 46.7
