year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2015, LG, 24, 125, 384, 358, 36, 93, 22, 1, 8, 141, 48, 6, 6, 0, 2, 75, 6, 5, 3, 0.260, 0.293, 0.394, 0.687, 0.300, 72.5
2016, LG, 25, 80, 215, 203, 24, 56, 10, 1, 6, 86, 37, 3, 0, 1, 0, 48, 1, 3, 2, 0.276, 0.297, 0.424, 0.721, 0.315, 74.9
2017, LG, 26, 132, 496, 445, 62, 117, 27, 3, 14, 192, 83, 3, 7, 6, 2, 93, 13, 2, 5, 0.263, 0.326, 0.431, 0.757, 0.331, 93.5
2018, LG, 27, 140, 519, 483, 53, 127, 27, 0, 22, 220, 82, 2, 2, 6, 0, 81, 9, 1, 5, 0.263, 0.303, 0.455, 0.759, 0.324, 89.6
2020, LG, 29, 40, 132, 118, 8, 29, 5, 0, 3, 43, 13, 0, 0, 2, 0, 25, 1, 2, 0, 0.246, 0.315, 0.364, 0.680, 0.310, 82.6
2021, 두산, 30, 133, 546, 488, 66, 133, 22, 0, 28, 239, 96, 2, 3, 9, 2, 136, 10, 0, 7, 0.273, 0.337, 0.490, 0.827, 0.373, 130.3
2022, 두산, 31, 7, 27, 23, 4, 8, 1, 0, 2, 15, 4, 0, 0, 0, 1, 6, 0, 0, 0, 0.348, 0.444, 0.652, 1.097, 0.481, 227.7
