year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
2018, 한화, 18, 98, 227, 201, 33, 50, 5, 3, 4, 73, 20, 5, 1, 1, 0, 50, 0, 2, 1, 0.249, 0.324, 0.363, 0.688, 0.308, 71.5
2019, 한화, 19, 142, 624, 564, 83, 148, 27, 6, 8, 211, 57, 14, 7, 0, 0, 101, 6, 6, 6, 0.262, 0.317, 0.374, 0.691, 0.317, 91.9
2020, 한화, 20, 79, 303, 254, 28, 63, 9, 2, 3, 85, 29, 1, 1, 5, 0, 41, 4, 2, 1, 0.248, 0.362, 0.335, 0.697, 0.332, 94.1
2021, 한화, 21, 139, 608, 495, 85, 140, 22, 5, 6, 190, 39, 19, 11, 1, 1, 105, 9, 4, 3, 0.283, 0.407, 0.384, 0.791, 0.379, 126.6
2022, 한화, 22, 36, 155, 137, 19, 31, 6, 1, 4, 51, 14, 3, 0, 0, 0, 35, 2, 1, 1, 0.226, 0.305, 0.372, 0.678, 0.314, 100.3
