year,team,age,G,PA,AB,R,HIT,HIT_2,HIT_3,HOME_RUN,BASE,RBI,SB,CS,HBP,IBB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,wOBA,wRC
1991, 태평양, 23, 7, 9, 8, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0.125, 0.222, 0.125, 0.347, 0.186, 1.1
1992, 태평양, 24, 62, 150, 138, 11, 33, 7, 0, 3, 49, 18, 2, 0, 1, 1, 44, 6, 0, 0, 0.239, 0.300, 0.355, 0.655, 0.302, 76.3
1993, 태평양, 25, 15, 32, 31, 0, 4, 1, 0, 0, 5, 2, 0, 0, 0, 0, 9, 0, 0, 0, 0.129, 0.156, 0.161, 0.318, 0.154, -15.7
